Product Name,29113425
Station Name,EOL
Serial Number,!210490144!_V29113441
DateTime,20210412_152552
Total Test Time,280.200000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.750
Switch ON CAN_12,,,,,Passed,0.136
Switch On CAN_34,,,,,Passed,0.132
Voltage=12.5V,,,,,Passed,0.160
Current=5A,,,,,Passed,0.114
12V_DC_Source,,,,,Passed,0.098
Wait,,,,,Passed,1.022
Switch ON Current measure,,,,,Passed,0.140
Switch OFF 12V_9,,,,,Passed,0.132
Switch On 12V_9,,,,,Passed,0.133
Wait,,,,,Passed,0.517
Switch OFF Current measure,,,,,Passed,0.148
Wait,,,,,Passed,0.517
Wake up,,,,,Passed,1.044
Wait,,,,,Passed,0.520
Switch OFF CAN_34,,,,,Passed,0.222
Wait,,,,,Passed,5.020
Standby Power Current Measure,0.752,,0.6,0.9,Passed,0.171
Connect DUT,,,,,Passed,4.647
Wait,,,,,Passed,0.517
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.026
Switch On 14,,,,,Passed,0.135
Wait,,,,,Passed,0.517
Switch OFF CAN_43,,,,,Passed,0.134
Switch On 12V_10,,,,,Passed,0.135
Switch On 12V_20,,,,,Passed,0.136
EnvironmentPath,,,,,Passed,0.996
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.161
FPGA version,0d180a03,,0d180a03,,Passed,0.027
MCU version,0405,,0405,,Passed,0.026
Read FSSMACS_AclState,50,,30,50,Passed,0.026
Read FTSMACS_AclState,3,,3,3,Passed,0.030
Read SASMACS_AclState,2,,2,2,Passed,0.027
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.026
Read FTEAEXC_UResExcAvg,0.996,,0.95,1.2,Passed,0.027
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.025
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.026
Wait,,,,,Passed,0.517
Set LV Voltage=10V,,,,,Passed,0.147
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1155,,900,1300,Passed,0.049
Set_LV_Voltage=12V,,,,,Passed,0.154
Wait,,,,,Passed,0.518
Read_FS_UbatLV_U16,1397,,1200,1600,Passed,0.051
Set_LV_Voltage=14V,,,,,Passed,0.160
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1639,,1400,1800,Passed,0.048
Read Correction,0.00826,,0,1,Passed,0.049
LV_Caculation ,,,,,Passed,0.029
NumericTest,0.00826,,0,1,Passed,0.001
Set_LV_Voltage=12.5V,,,,,Passed,0.142
Switch On CAN_34,,,,,Passed,0.135
HV_Channel ON,,,,,Passed,0.131
Apply HV Battery = 0V,,,,,Passed,0.046
HV_Source ON,,,,,Passed,0.046
Switch On HV_36,,,,,Passed,0.135
Switch On HV_38,,,,,Passed,0.134
Switch On 12V_8,,,,,Passed,0.134
Switch On 12V_9,,,,,Passed,0.136
Switch On ENS_20,,,,,Passed,0.137
Read T_Iuvw3_U16[0],2039,,2024,2080,Passed,0.028
Read T_Iuvw3_U16[1],2058,,2024,2080,Passed,0.026
Read T_Iuvw3_U16[2],2048,,2024,2080,Passed,0.027
Read FS_IbatHV_U16,2048,,2024,2080,Passed,0.026
HV_Channel ON,,,,,Passed,0.130
HV_Source ON,,,,,Passed,0.047
Apply HV Battery = 270V,,,,,Passed,0.046
Apply HV Battery =1A,,,,,Passed,0.045
Wait,,,,,Passed,0.517
Read FSEABHV_UbatHV,269.321,,265,273,Passed,0.027
HV_Channel OFF,,,,,Passed,0.130
