Product Name,29113425
Station Name,EOL
Serial Number,!210240019!_V29113441
DateTime,20210412_103605
Total Test Time,281.000000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.746
Switch ON CAN_12,,,,,Passed,0.130
Switch On CAN_34,,,,,Passed,0.131
Voltage=12.5V,,,,,Passed,0.144
Current=5A,,,,,Passed,0.102
12V_DC_Source,,,,,Passed,0.091
Wait,,,,,Passed,1.019
Switch ON Current measure,,,,,Passed,0.157
Switch OFF 12V_9,,,,,Passed,0.130
Switch On 12V_9,,,,,Passed,0.132
Wait,,,,,Passed,0.516
Switch OFF Current measure,,,,,Passed,0.141
Wait,,,,,Passed,0.517
Wake up,,,,,Passed,1.045
Wait,,,,,Passed,0.521
Switch OFF CAN_34,,,,,Passed,0.133
Wait,,,,,Passed,5.016
Standby Power Current Measure,0.765,,0.6,0.9,Passed,0.157
Connect DUT,,,,,Passed,4.603
Wait,,,,,Passed,0.516
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.024
Switch On 14,,,,,Passed,0.133
Wait,,,,,Passed,0.516
Switch OFF CAN_43,,,,,Passed,0.133
Switch On 12V_10,,,,,Passed,0.133
Switch On 12V_20,,,,,Passed,0.132
EnvironmentPath,,,,,Passed,1.002
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.161
FPGA version,0d180a03,,0d180a03,,Passed,0.024
MCU version,0405,,0405,,Passed,0.025
Read FSSMACS_AclState,50,,30,50,Passed,0.028
Read FTSMACS_AclState,3,,3,3,Passed,0.025
Read SASMACS_AclState,2,,2,2,Passed,0.025
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.025
Read FTEAEXC_UResExcAvg,0.983,,0.95,1.2,Passed,0.025
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.024
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.029
Wait,,,,,Passed,0.517
Set LV Voltage=10V,,,,,Passed,0.143
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1158,,900,1300,Passed,0.048
Set_LV_Voltage=12V,,,,,Passed,0.154
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1401,,1200,1600,Passed,0.045
Set_LV_Voltage=14V,,,,,Passed,0.171
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1645,,1400,1800,Passed,0.045
Read Correction,0.00821,,0,1,Passed,0.047
LV_Caculation ,,,,,Passed,0.029
NumericTest,0.00821,,0,1,Passed,0.001
Set_LV_Voltage=12.5V,,,,,Passed,0.144
Switch On CAN_34,,,,,Passed,0.133
HV_Channel ON,,,,,Passed,0.130
Apply HV Battery = 0V,,,,,Passed,0.044
HV_Source ON,,,,,Passed,0.044
Switch On HV_36,,,,,Passed,0.135
Switch On HV_38,,,,,Passed,0.134
Switch On 12V_8,,,,,Passed,0.135
Switch On 12V_9,,,,,Passed,0.133
Switch On ENS_20,,,,,Passed,0.133
Read T_Iuvw3_U16[0],2048,,2024,2080,Passed,0.025
Read T_Iuvw3_U16[1],2051,,2024,2080,Passed,0.024
Read T_Iuvw3_U16[2],2056,,2024,2080,Passed,0.024
Read FS_IbatHV_U16,2058,,2024,2080,Passed,0.028
HV_Channel ON,,,,,Passed,0.129
HV_Source ON,,,,,Passed,0.044
Apply HV Battery = 270V,,,,,Passed,0.045
Apply HV Battery =1A,,,,,Passed,0.045
Wait,,,,,Passed,0.516
Read FSEABHV_UbatHV,270.179,,265,273,Passed,0.026
HV_Channel OFF,,,,,Passed,0.129
HV_Source OFF,,,,,Passed,0.045
Wait,,,,,Passed,1.016
Read FSMAPMT_PmTemp,25.912,,18,26,Passed,0.025
Read FSMADBT_DboardTemp,27.319,,18,40,Passed,0.025
Read FSMACBT_CboardTempHV,27.447,,18,40,Passed,0.026
Read FSMACBT_CboardTempLV,26.383,,18,40,Passed,0.025
Read FSMAICT_CoolingTemp,25.362,,18,28,Passed,0.025
Read FSMAMST_StatorTemp1,83.179,,78,88,Passed,0.028
Read FSMAMST_StatorTemp2,86.532,,78,88,Passed,0.025
Wait,,,,,Passed,0.517
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.159
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.162
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.169
Set MAIN_u16ModeReq=1,,,,,Passed,0.169
Wait,,,,,Passed,0.516
Set UDS_bRoutineActive=1,,,,,Passed,0.175
Set UDS_bRoutineActive=1,,,,,Passed,0.176
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.172
Wait,,,,,Passed,0.516
ENS testing ENS_u32Dty,9778,,5000,15000,Passed,1.079
ENS testing ENS_u32Prd,20006,,10000,30000,Passed,1.078
HV_Channel ON,,,,,Passed,0.130
HV_Source ON,,,,,Passed,0.044
Apply HV Battery = 220V,,,,,Passed,0.044
Wait,,,,,Passed,0.516
Read FS_UbatHV_U16,958,,900,1000,Passed,0.047
Apply HV Battery = 280V,,,,,Passed,0.055
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,1216,,1000,1300,Passed,0.046
Apply HV Battery = 350V,,,,,Passed,0.046
Wait,,,,,Passed,0.516
Read FS_UbatHV_U16,1516,,1400,1600,Passed,0.047
Read Correction,0.233,,0,1,Passed,0.046
HV_Caculation ,,,,,Passed,0.030
Wait,,,,,Passed,1.517
Check_the_water,1,,1,1,Passed,8.537
