Product Name,29113425
Station Name,EOL
Serial Number,!210490190!_V29113441
DateTime,20210412_144714
Total Test Time,280.800000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.743
Switch ON CAN_12,,,,,Passed,0.135
Switch On CAN_34,,,,,Passed,0.131
Voltage=12.5V,,,,,Passed,0.170
Current=5A,,,,,Passed,0.110
12V_DC_Source,,,,,Passed,0.102
Wait,,,,,Passed,1.022
Switch ON Current measure,,,,,Passed,0.133
Switch OFF 12V_9,,,,,Passed,0.133
Switch On 12V_9,,,,,Passed,0.132
Wait,,,,,Passed,0.517
Switch OFF Current measure,,,,,Passed,0.133
Wait,,,,,Passed,0.517
Wake up,,,,,Passed,1.071
Wait,,,,,Passed,0.518
Switch OFF CAN_34,,,,,Passed,0.131
Wait,,,,,Passed,5.017
Standby Power Current Measure,0.726,,0.6,0.9,Passed,0.163
Connect DUT,,,,,Passed,4.648
Wait,,,,,Passed,0.517
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.026
Switch On 14,,,,,Passed,0.134
Wait,,,,,Passed,0.517
Switch OFF CAN_43,,,,,Passed,0.135
Switch On 12V_10,,,,,Passed,0.134
Switch On 12V_20,,,,,Passed,0.134
EnvironmentPath,,,,,Passed,0.999
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.163
FPGA version,0d180a03,,0d180a03,,Passed,0.037
MCU version,0405,,0405,,Passed,0.027
Read FSSMACS_AclState,50,,30,50,Passed,0.027
Read FTSMACS_AclState,3,,3,3,Passed,0.027
Read SASMACS_AclState,2,,2,2,Passed,0.027
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.026
Read FTEAEXC_UResExcAvg,0.990,,0.95,1.2,Passed,0.027
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.029
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.026
Wait,,,,,Passed,0.517
