Product Name,29113425
Station Name,EOL
Serial Number,!210510046!_V29113441
DateTime,20210412_144114
Total Test Time,281.800000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.743
Switch ON CAN_12,,,,,Passed,0.132
Switch On CAN_34,,,,,Passed,0.133
Voltage=12.5V,,,,,Passed,0.153
Current=5A,,,,,Passed,0.113
12V_DC_Source,,,,,Passed,0.096
Wait,,,,,Passed,1.018
Switch ON Current measure,,,,,Passed,0.142
Switch OFF 12V_9,,,,,Passed,0.133
Switch On 12V_9,,,,,Passed,0.133
Wait,,,,,Passed,0.517
Switch OFF Current measure,,,,,Passed,0.164
Wait,,,,,Passed,0.517
Wake up,,,,,Passed,1.045
Wait,,,,,Passed,0.519
Switch OFF CAN_34,,,,,Passed,0.171
Wait,,,,,Passed,5.017
Standby Power Current Measure,0.760,,0.6,0.9,Passed,0.162
Connect DUT,,,,,Passed,4.642
Wait,,,,,Passed,0.517
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.026
Switch On 14,,,,,Passed,0.134
Wait,,,,,Passed,0.517
Switch OFF CAN_43,,,,,Passed,0.140
Switch On 12V_10,,,,,Passed,0.135
Switch On 12V_20,,,,,Passed,0.134
EnvironmentPath,,,,,Passed,1.062
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.161
FPGA version,0d180a03,,0d180a03,,Passed,0.026
MCU version,0405,,0405,,Passed,0.025
Read FSSMACS_AclState,50,,30,50,Passed,0.026
Read FTSMACS_AclState,3,,3,3,Passed,0.029
Read SASMACS_AclState,2,,2,2,Passed,0.026
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.026
Read FTEAEXC_UResExcAvg,0.993,,0.95,1.2,Passed,0.025
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.024
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.026
Wait,,,,,Passed,0.517
Set LV Voltage=10V,,,,,Passed,0.142
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1153,,900,1300,Passed,0.053
Set_LV_Voltage=12V,,,,,Passed,0.140
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1398,,1200,1600,Passed,0.048
Set_LV_Voltage=14V,,,,,Passed,0.144
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1641,,1400,1800,Passed,0.049
Read Correction,0.00820,,0,1,Passed,0.049
LV_Caculation ,,,,,Passed,0.030
NumericTest,0.00820,,0,1,Passed,0.001
Set_LV_Voltage=12.5V,,,,,Passed,0.161
Switch On CAN_34,,,,,Passed,0.134
HV_Channel ON,,,,,Passed,0.130
Apply HV Battery = 0V,,,,,Passed,0.046
HV_Source ON,,,,,Passed,0.045
Switch On HV_36,,,,,Passed,0.133
Switch On HV_38,,,,,Passed,0.145
Switch On 12V_8,,,,,Passed,0.137
Switch On 12V_9,,,,,Passed,0.135
Switch On ENS_20,,,,,Passed,0.132
Read T_Iuvw3_U16[0],2042,,2024,2080,Passed,0.027
Read T_Iuvw3_U16[1],2052,,2024,2080,Passed,0.027
Read T_Iuvw3_U16[2],2055,,2024,2080,Passed,0.028
Read FS_IbatHV_U16,2054,,2024,2080,Passed,0.026
HV_Channel ON,,,,,Passed,0.130
HV_Source ON,,,,,Passed,0.046
Apply HV Battery = 270V,,,,,Passed,0.047
Apply HV Battery =1A,,,,,Passed,0.044
Wait,,,,,Passed,0.516
Read FSEABHV_UbatHV,269.0912,,265,273,Passed,0.030
HV_Channel OFF,,,,,Passed,0.130
HV_Source OFF,,,,,Passed,0.045
Wait,,,,,Passed,1.016
Read FSMAPMT_PmTemp,23.103,,18,26,Passed,0.030
Read FSMADBT_DboardTemp,23.447,,18,40,Passed,0.026
Read FSMACBT_CboardTempHV,23.787,,18,40,Passed,0.026
Read FSMACBT_CboardTempLV,23.362,,18,40,Passed,0.028
Read FSMAICT_CoolingTemp,22.638,,18,28,Passed,0.026
Read FSMAMST_StatorTemp1,83.353,,78,88,Passed,0.027
Read FSMAMST_StatorTemp2,86.590,,78,88,Passed,0.029
Wait,,,,,Passed,0.517
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.160
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.163
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.172
Set MAIN_u16ModeReq=1,,,,,Passed,0.170
Wait,,,,,Passed,0.517
Set UDS_bRoutineActive=1,,,,,Passed,0.168
Set UDS_bRoutineActive=1,,,,,Passed,0.172
Wait,,,,,Passed,0.516
