Product Name,29113425
Station Name,EOL
Serial Number,!210510019!_V29113441
DateTime,20210412_151229
Total Test Time,280.800000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.751
Switch ON CAN_12,,,,,Passed,0.135
Switch On CAN_34,,,,,Passed,0.132
Voltage=12.5V,,,,,Passed,0.142
Current=5A,,,,,Passed,0.118
12V_DC_Source,,,,,Passed,0.096
Wait,,,,,Passed,1.017
Switch ON Current measure,,,,,Passed,0.136
Switch OFF 12V_9,,,,,Passed,0.132
Switch On 12V_9,,,,,Passed,0.133
Wait,,,,,Passed,0.517
Switch OFF Current measure,,,,,Passed,0.136
Wait,,,,,Passed,0.517
Wake up,,,,,Passed,1.045
Wait,,,,,Passed,0.530
Switch OFF CAN_34,,,,,Passed,0.173
Wait,,,,,Passed,5.021
Standby Power Current Measure,0.747,,0.6,0.9,Passed,0.193
Connect DUT,,,,,Passed,4.633
Wait,,,,,Passed,0.519
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.026
Switch On 14,,,,,Passed,0.135
Wait,,,,,Passed,0.517
Switch OFF CAN_43,,,,,Passed,0.133
Switch On 12V_10,,,,,Passed,0.135
Switch On 12V_20,,,,,Passed,0.133
EnvironmentPath,,,,,Passed,0.987
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.160
FPGA version,0d180a03,,0d180a03,,Passed,0.031
MCU version,0405,,0405,,Passed,0.030
Read FSSMACS_AclState,50,,30,50,Passed,0.029
Read FTSMACS_AclState,3,,3,3,Passed,0.031
Read SASMACS_AclState,2,,2,2,Passed,0.027
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.028
Read FTEAEXC_UResExcAvg,0.985,,0.95,1.2,Passed,0.026
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.025
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.026
Wait,,,,,Passed,0.518
Set LV Voltage=10V,,,,,Passed,0.147
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1158,,900,1300,Passed,0.052
Set_LV_Voltage=12V,,,,,Passed,0.142
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1401,,1200,1600,Passed,0.047
Set_LV_Voltage=14V,,,,,Passed,0.153
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1643,,1400,1800,Passed,0.048
Read Correction,0.00825,,0,1,Passed,0.050
LV_Caculation ,,,,,Passed,0.030
NumericTest,0.00825,,0,1,Passed,0.001
Set_LV_Voltage=12.5V,,,,,Passed,0.162
Switch On CAN_34,,,,,Passed,0.135
HV_Channel ON,,,,,Passed,0.131
Apply HV Battery = 0V,,,,,Passed,0.047
HV_Source ON,,,,,Passed,0.045
Switch On HV_36,,,,,Passed,0.134
Switch On HV_38,,,,,Passed,0.135
Switch On 12V_8,,,,,Passed,0.134
Switch On 12V_9,,,,,Passed,0.134
Switch On ENS_20,,,,,Passed,0.135
Read T_Iuvw3_U16[0],2039,,2024,2080,Passed,0.026
Read T_Iuvw3_U16[1],2058,,2024,2080,Passed,0.027
Read T_Iuvw3_U16[2],2054,,2024,2080,Passed,0.026
Read FS_IbatHV_U16,2047,,2024,2080,Passed,0.026
HV_Channel ON,,,,,Passed,0.129
HV_Source ON,,,,,Passed,0.046
Apply HV Battery = 270V,,,,,Passed,0.046
Apply HV Battery =1A,,,,,Passed,0.045
Wait,,,,,Passed,0.517
Read FSEABHV_UbatHV,270.239,,265,273,Passed,0.034
HV_Channel OFF,,,,,Passed,0.130
HV_Source OFF,,,,,Passed,0.046
Wait,,,,,Passed,1.018
Read FSMAPMT_PmTemp,23.103,,18,26,Passed,0.026
Read FSMADBT_DboardTemp,23.234,,18,40,Passed,0.026
Read FSMACBT_CboardTempHV,23.617,,18,40,Passed,0.026
Read FSMACBT_CboardTempLV,23.234,,18,40,Passed,0.027
Read FSMAICT_CoolingTemp,22.553,,18,28,Passed,0.026
Read FSMAMST_StatorTemp1,83.468,,78,88,Passed,0.026
Read FSMAMST_StatorTemp2,86.821,,78,88,Passed,0.030
Wait,,,,,Passed,0.517
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.161
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.170
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.178
Set MAIN_u16ModeReq=1,,,,,Passed,0.172
Wait,,,,,Passed,0.517
Set UDS_bRoutineActive=1,,,,,Passed,0.172
Set UDS_bRoutineActive=1,,,,,Passed,0.173
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.172
Wait,,,,,Passed,0.517
ENS testing ENS_u32Dty,9792,,5000,15000,Passed,1.082
ENS testing ENS_u32Prd,20001,,10000,30000,Passed,1.082
HV_Channel ON,,,,,Passed,0.130
HV_Source ON,,,,,Passed,0.046
Apply HV Battery = 220V,,,,,Passed,0.046
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,960,,900,1000,Passed,0.048
Apply HV Battery = 280V,,,,,Passed,0.046
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,1219,,1000,1300,Passed,0.048
Apply HV Battery = 350V,,,,,Passed,0.047
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,1521,,1400,1600,Passed,0.048
Read Correction,0.232,,0,1,Passed,0.049
HV_Caculation ,,,,,Passed,0.029
Wait,,,,,Passed,1.517
Check_the_water,1,,1,1,Passed,8.538
U_LOAD,,,,,Passed,0.046
V_LOAD,,,,,Passed,0.043
