Product Name,29113425
Station Name,EOL
Serial Number,!202960153!_V29113441
DateTime,20210401_110422
Total Test Time,126.600000
Result,Fail
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.785
Switch ON CAN_12,,,,,Passed,0.139
Switch On CAN_34,,,,,Passed,0.135
Voltage=12.5V,,,,,Passed,0.149
Current=5A,,,,,Passed,0.113
12V_DC_Source,,,,,Passed,0.109
Wait,,,,,Passed,1.018
Switch ON Current measure,,,,,Passed,0.140
Switch OFF 12V_9,,,,,Passed,0.134
Switch On 12V_9,,,,,Passed,0.135
Wait,,,,,Passed,0.517
Switch OFF Current measure,,,,,Passed,0.147
Wait,,,,,Passed,0.516
Wake up,,,,,Passed,1.044
Wait,,,,,Passed,0.533
Switch OFF CAN_34,,,,,Passed,0.135
Wait,,,,,Passed,5.017
Standby Power Current Measure,0.732,,0.6,0.9,Passed,0.190
Connect DUT,,,,,Passed,4.785
Wait,,,,,Passed,0.517
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.029
Switch On 14,,,,,Passed,0.145
Wait,,,,,Passed,0.518
Switch OFF CAN_43,,,,,Passed,0.137
Switch On 12V_10,,,,,Passed,0.137
Switch On 12V_20,,,,,Passed,0.135
EnvironmentPath,,,,,Passed,1.086
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.165
FPGA version,0d180a03,,0d180a03,,Passed,0.028
MCU version,0405,,0405,,Passed,0.028
Read FSSMACS_AclState,50,,30,50,Passed,0.027
Read FTSMACS_AclState,3,,3,3,Passed,0.026
Read SASMACS_AclState,2,,2,2,Passed,0.031
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.025
Read FTEAEXC_UResExcAvg,0.985,,0.95,1.2,Passed,0.026
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.025
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.026
Wait,,,,,Passed,0.517
Set LV Voltage=10V,,,,,Passed,0.149
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1159,,900,1300,Passed,0.048
Set_LV_Voltage=12V,,,,,Passed,0.157
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1404,,1200,1600,Passed,0.048
Set_LV_Voltage=14V,,,,,Passed,0.158
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1646,,1400,1800,Passed,0.050
Read Correction,0.00821,,0,1,Passed,0.048
LV_Caculation ,,,,,Passed,0.030
NumericTest,0.00821,,0,1,Passed,0.001
Set_LV_Voltage=12.5V,,,,,Passed,0.165
Switch On CAN_34,,,,,Passed,0.137
HV_Channel ON,,,,,Passed,0.132
Apply HV Battery = 0V,,,,,Passed,0.056
