Product Name,29113425
Station Name,EOL
Serial Number,!202960153!_V29113441
DateTime,20210401_162423
Total Test Time,138.200000
Result,Fail
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.764
Switch ON CAN_12,,,,,Passed,0.145
Switch On CAN_34,,,,,Passed,0.135
Voltage=12.5V,,,,,Passed,0.146
Current=5A,,,,,Passed,0.134
12V_DC_Source,,,,,Passed,0.111
Wait,,,,,Passed,1.021
Switch ON Current measure,,,,,Passed,0.137
Switch OFF 12V_9,,,,,Passed,0.133
Switch On 12V_9,,,,,Passed,0.135
Wait,,,,,Passed,0.518
Switch OFF Current measure,,,,,Passed,0.134
Wait,,,,,Passed,0.517
Wake up,,,,,Passed,1.053
Wait,,,,,Passed,0.540
Switch OFF CAN_34,,,,,Passed,0.141
Wait,,,,,Passed,5.019
Standby Power Current Measure,0.744,,0.6,0.9,Passed,0.167
Connect DUT,,,,,Passed,4.725
Wait,,,,,Passed,0.516
Read MAIN_MSGu8InverterHVILStatus,1,,0,0,Failed,0.029
Switch On 14,,,,,Passed,0.135
Wait,,,,,Passed,0.517
Switch OFF CAN_43,,,,,Passed,0.135
Switch On 12V_10,,,,,Passed,0.138
Switch On 12V_20,,,,,Passed,0.136
EnvironmentPath,,,,,Passed,1.043
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.204
FPGA version,0d180a03,,0d180a03,,Passed,0.031
MCU version,0405,,0405,,Passed,0.030
Read FSSMACS_AclState,50,,30,50,Passed,0.025
Read FTSMACS_AclState,3,,3,3,Passed,0.025
Read SASMACS_AclState,2,,2,2,Passed,0.030
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.025
Read FTEAEXC_UResExcAvg,0.983,,0.95,1.2,Passed,0.026
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.025
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.026
Wait,,,,,Passed,0.517
Set LV Voltage=10V,,,,,Passed,0.162
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1160,,900,1300,Passed,0.051
Set_LV_Voltage=12V,,,,,Passed,0.164
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1405,,1200,1600,Passed,0.048
Set_LV_Voltage=14V,,,,,Passed,0.158
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1647,,1400,1800,Passed,0.046
Read Correction,0.00821,,0,1,Passed,0.098
LV_Caculation ,,,,,Passed,0.063
NumericTest,0.00821,,0,1,Passed,0.001
Set_LV_Voltage=12.5V,,,,,Passed,0.144
Switch On CAN_34,,,,,Passed,0.136
HV_Channel ON,,,,,Passed,0.131
Apply HV Battery = 0V,,,,,Passed,0.055
HV_Source ON,,,,,Passed,0.046
Switch On HV_36,,,,,Passed,0.137
Switch On HV_38,,,,,Passed,0.136
Switch On 12V_8,,,,,Passed,0.135
Switch On 12V_9,,,,,Passed,0.134
Switch On ENS_20,,,,,Passed,0.136
Read T_Iuvw3_U16[0],2049,,2024,2080,Passed,0.025
Read T_Iuvw3_U16[1],2049,,2024,2080,Passed,0.025
Read T_Iuvw3_U16[2],2057,,2024,2080,Passed,0.025
Read FS_IbatHV_U16,2055,,2024,2080,Passed,0.025
HV_Channel ON,,,,,Passed,0.130
HV_Source ON,,,,,Passed,0.046
Apply HV Battery = 270V,,,,,Passed,0.045
Apply HV Battery =1A,,,,,Passed,0.056
Wait,,,,,Passed,0.517
Read FSEABHV_UbatHV,270.319,,265,273,Passed,0.024
HV_Channel OFF,,,,,Passed,0.130
HV_Source OFF,,,,,Passed,0.055
Wait,,,,,Passed,1.017
Read FSMAPMT_PmTemp,24.361,,18,26,Passed,0.030
Read FSMADBT_DboardTemp,22.340,,18,40,Passed,0.025
Read FSMACBT_CboardTempHV,23.532,,18,40,Passed,0.025
Read FSMACBT_CboardTempLV,23.277,,18,40,Passed,0.026
Read FSMAICT_CoolingTemp,22.0426,,18,28,Passed,0.026
Read FSMAMST_StatorTemp1,83.121,,78,88,Passed,0.026
Read FSMAMST_StatorTemp2,86.705,,78,88,Passed,0.027
Wait,,,,,Passed,0.517
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.166
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.159
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.180
Set MAIN_u16ModeReq=1,,,,,Passed,0.174
Wait,,,,,Passed,0.516
Set UDS_bRoutineActive=1,,,,,Passed,0.177
Set UDS_bRoutineActive=1,,,,,Passed,0.174
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.174
Wait,,,,,Passed,0.517
ENS testing ENS_u32Dty,9748,,5000,15000,Passed,1.126
ENS testing ENS_u32Prd,19997,,10000,30000,Passed,1.079
HV_Channel ON,,,,,Passed,0.132
HV_Source ON,,,,,Passed,0.045
Apply HV Battery = 220V,,,,,Passed,0.055
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,957,,900,1000,Passed,0.049
Apply HV Battery = 280V,,,,,Passed,0.044
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,1213,,1000,1300,Passed,0.047
Apply HV Battery = 350V,,,,,Passed,0.045
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,1512,,1400,1600,Passed,0.046
Read Correction,0.234,,0,1,Passed,0.048
HV_Caculation ,,,,,Passed,0.064
Wait,,,,,Passed,1.517
Check_the_water,1,,1,1,Passed,1.094
U_LOAD,,,,,Passed,0.045
V_LOAD,,,,,Passed,0.043
W_LOAD,,,,,Passed,0.043
Wait,,,,,Passed,0.516
Apply HV Battery =270V,,,,,Passed,0.044
Apply HV Battery =25A,,,,,Passed,0.046
Read FSSMACS_AclState,50,,30,50,Passed,0.025
Read FTSMACS_AclState,3,,3,3,Passed,0.025
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.161
Wait,,,,,Passed,0.167
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.164
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.173
Wait,,,,,Passed,1.017
Set UDS_bRoutineActive=1,,,,,Passed,0.313
Wait,,,,,Passed,1.017
Read FSSMACS_Aclstate,50,,30,50,Passed,0.025
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.159
Set MAIN_u16ModeReq=0,,,,,Passed,0.024
Set MAIN_u16ModeReq=0,,,,,Passed,0.027
Read FSSMACS_Aclstate,31,,30,31,Passed,0.025
Wait,,,,,Passed,0.517
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.156
Wait,,,,,Passed,0.517
Set FTSMACS_FtModeReqBypassValueC=6,,,,,Passed,0.157
Wait,,,,,Passed,0.517
Read FTSMACS_AclState,8,,8,8,Passed,0.024
Wait,,,,,Passed,0.517
Read FSSMACS_Aclstate,31,,30,31,Passed,0.024
Set_FTCIVDC_ExtPwmOnOff3C=1,,,,,Passed,0.168
Wait,,,,,Passed,0.517
Set_U_DutyCycle= 0.548,,,,,Passed,0.158
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],1521,,1300,1700,Passed,0.046
Read U Current,-371.808,,-500,500,Passed,0.272
Set_U_DutyCycle= 0.545,,,,,Passed,0.160
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],1653,,1500,1900,Passed,0.047
Read U Current,-276.754,,-500,500,Passed,0.135
Set_U_DutyCycle= 0.54,,,,,Passed,0.164
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],1854,,1700,2100,Passed,0.046
Read U Current,-132.756,,-500,500,Passed,0.133
Set_U_DutyCycle= 0.5,,,,,Passed,0.162
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],2054,,1900,2300,Passed,0.047
Read U Current,2.629,,-500,500,Passed,0.134
Set_U_DutyCycle= 0.46,,,,,Passed,0.167
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],2293,,2100,2500,Passed,0.049
Read U Current,170.577,,-500,500,Passed,0.136
Set_U_DutyCycle= 0.455,,,,,Passed,0.167
Wait,,,,,Passed,0.518
Read FT_Iuvw3_U16[0],2516,,2300,2700,Passed,0.048
Read U Current,327.106,,-500,500,Passed,0.146
Set_U_DutyCycle= 0.452,,,,,Passed,0.168
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],2666,,2500,2900,Passed,0.049
Read U Current,431.716,,-500,500,Passed,0.134
Set_V_DutyCycle= 0.548,,,,,Passed,0.167
