Product Name,PSA
Stationt Name,BurnIn
Version,V1.0.0
Serial Number,
Total Test Time,151
DUTResult,Failed
Date Time,20210318232109
Stepname,MeasureValue,Unit,Lowlimit,Highlimit,Result,CycleTime
If,,,,,Done,3.07E-05
End,,,,,Done,3.21E-05
7.0.0 Error Code Check,62 FD 41 EF FF FF FF FF FF,,62 FD 41 EF FF FF FF FF FF,62 FD 41 EF FF FF FF FF FF,Passed,4.77E-05
If,,,,,Done,2.72E-05
End,,,,,Done,2.47E-05
If,,,,,Done,2.82E-05
End,,,,,Done,2.22E-05
7.0.0 Error Code Check,62 FD 41 EF FF FF FF FF FF,,62 FD 41 EF FF FF FF FF FF,62 FD 41 EF FF FF FF FF FF,Passed,4.63E-05
7.4.1 Power Test U Current OP4(0),0.121360799629115,A,400,500,Failed,0.1986954
If,,,,,Done,2.47E-05
End,,,,,Done,2.4E-05
 
