Product Name,All
Stationt Name,BurnIn
Version,V1.0.0
Serial Number,V29103084201118010
Total Test Time,1055
DUTResult,Passed
Date Time,20210306113811
Stepname,MeasureValue,Unit,Lowlimit,Highlimit,Result,CycleTime
Message Popup,,,,,Skipped,7.4E-06
7.0.0 Error Code Check,62 FD 41 EF FF FF FF FF FF,,62 FD 41 EF FF FF FF FF FF,62 FD 41 EF FF FF FF FF FF,Passed,6.6E-05
Statement,,,,,Done,8.4E-05
7.4.1 Power Test U Current OP4(0),421.730343272915,A,400,500,Passed,0.2087907
7.4.2 Power Test V Current OP4(0),423.410084492043,A,400,500,Passed,0.2041612
7.4.3 Power Test W Current OP4(0),425.717267590816,A,400,500,Passed,0.2118828
7.4.4 Power Test F_TEMP_MEAS_CTL  OP4(0),21,deg,20,99,Passed,0.0001871
7.4.5 Power Test F_TEMP_MEAS_MOD OP4(0),52,deg,20,99,Passed,0.0001642
7.4.6 Power Test F_TEMP_MEAS_DRV OP4(0),21,deg,20,99,Passed,0.0001946
7.4.7 Power Test AN_CTP_COOLING_F OP4(0),25,deg,20,99,Passed,0.0001896
7.4.8 Power Test FSEVBLV_Voltage OP4(0),9,V,9,12,Passed,0.0001914
7.4.9 Power Test FSEVBHV_Voltage OP4(0),378,V,360,410,Passed,0.0002842
7.4.10 Power Test FTEABHV_UbatHV OP4(0),387,V,360,410,Passed,0.0002585
7.4.11 Power Test SAEABHV_Voltage OP4(0),378,V,360,410,Passed,0.0006864
7.8.1 Power Test U Current OP8(0),422.827519867765,A,400,500,Passed,0.2099436
7.8.2 Power Test V Current OP8(0),421.799389989908,A,400,500,Passed,0.2065577
7.8.3 Power Test W Current OP8(0),424.26435802416,A,400,500,Passed,0.208213
7.8.4 Power Test F_TEMP_MEAS_CTL  OP8(0),22,deg,20,99,Passed,0.000303
7.8.5 Power Test F_TEMP_MEAS_MOD OP8(0),52,deg,20,99,Passed,0.000197
7.8.6 Power Test F_TEMP_MEAS_DRV OP8(0),22,deg,20,99,Passed,0.0002352
7.8.7 Power Test AN_CTP_COOLING_F OP8(0),29,deg,20,99,Passed,0.0001755
7.8.8 Power Test FSEVBLV_Voltage OP8(0),15,V,14,17,Passed,0.0001953
7.8.9 Power Test FSEVBHV_Voltage OP8(0),374,V,360,410,Passed,0.000291
7.8.10 Power Test FTEABHV_UbatHV OP8(0),383,V,360,410,Passed,0.0002288
7.8.11 Power Test SAEABHV_Voltage OP8(0),374,V,360,410,Passed,0.0003407
7.4.1 Power Test U Current OP4(1),422.690536234056,A,400,500,Passed,0.2071089
