Product Name,29113425
Station Name,EOL
Serial Number,!210060205!_V29113441
DateTime,20210331_114530
Total Test Time,53.000000
Result,Fail
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.773
Switch ON CAN_12,,,,,Passed,0.141
Switch On CAN_34,,,,,Passed,0.130
Voltage=12.5V,,,,,Passed,0.142
Current=5A,,,,,Passed,0.119
12V_DC_Source,,,,,Passed,0.122
Wait,,,,,Passed,1.021
Switch ON Current measure,,,,,Passed,0.132
Switch OFF 12V_9,,,,,Passed,0.130
Switch On 12V_9,,,,,Passed,0.130
Wait,,,,,Passed,0.516
Switch OFF Current measure,,,,,Passed,0.191
Wait,,,,,Passed,0.516
Wake up,,,,,Passed,1.070
Wait,,,,,Passed,0.526
Switch OFF CAN_34,,,,,Passed,0.132
Wait,,,,,Passed,5.016
Standby Power Current Measure,0.696,,0.6,0.9,Passed,0.185
Connect DUT,,,,,Passed,4.803
Wait,,,,,Passed,0.516
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.064
Switch On 14,,,,,Passed,0.142
Wait,,,,,Passed,0.518
Switch OFF CAN_43,,,,,Passed,0.147
Switch On 12V_10,,,,,Passed,0.163
Switch On 12V_20,,,,,Passed,0.138
EnvironmentPath,,,,,Passed,0.982
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.209
FPGA version,00000000,,0d180a03,,Failed,0.030
