Product Name,PSA
Stationt Name,BurnIn
Version,V1.0.0
Serial Number,!210390005!V29102835!210460066!V29102835
Total Test Time,1055
DUTResult,Failed
Date Time,20210313025659
Stepname,MeasureValue,Unit,Lowlimit,Highlimit,Result,CycleTime
If,,,,,Done,4.1E-05
End,,,,,Done,5.9E-05
7.0.0 Error Code Check,62 FD 41 EF FF FF FF FF FF,,62 FD 41 EF FF FF FF FF FF,62 FD 41 EF FF FF FF FF FF,Passed,5.61E-05
7.4.1 Power Test U Current OP4(0),419.462411928717,A,400,500,Passed,0.180885
7.4.2 Power Test V Current OP4(0),422.273186174298,A,400,500,Passed,0.1751923
7.4.3 Power Test W Current OP4(0),426.58857616966,A,400,500,Passed,0.1750676
7.4.4 Power Test F_TEMP_MEAS_CTL  OP4(0),22,deg,20,99,Passed,0.0001557
7.4.5 Power Test F_TEMP_MEAS_MOD OP4(0),70,deg,20,99,Passed,0.0003273
7.4.6 Power Test F_TEMP_MEAS_DRV OP4(0),23,deg,20,99,Passed,0.0001621
7.4.7 Power Test AN_CTP_COOLING_F OP4(0),29,deg,20,99,Passed,0.0001592
7.4.8 Power Test FSEVBLV_Voltage OP4(0),9,V,9,12,Passed,0.0001614
7.4.9 Power Test FSEVBHV_Voltage OP4(0),391,V,360,410,Passed,0.0002129
7.4.10 Power Test FTEABHV_UbatHV OP4(0),389,V,360,410,Passed,0.0001713
7.4.11 Power Test SAEABHV_Voltage OP4(0),391,V,360,410,Passed,0.0003764
7.8.1 Power Test U Current OP8(0),418.967834973953,A,400,500,Passed,0.1793836
7.8.2 Power Test V Current OP8(0),424.55000276521,A,400,500,Passed,0.1753085
7.8.3 Power Test W Current OP8(0),422.339910095324,A,400,500,Passed,0.1776209
7.8.4 Power Test F_TEMP_MEAS_CTL  OP8(0),23,deg,20,99,Passed,0.0001744
7.8.5 Power Test F_TEMP_MEAS_MOD OP8(0),71,deg,20,99,Passed,0.000184
7.8.6 Power Test F_TEMP_MEAS_DRV OP8(0),24,deg,20,99,Passed,0.0001857
7.8.7 Power Test AN_CTP_COOLING_F OP8(0),37,deg,20,99,Passed,0.0003563
7.8.8 Power Test FSEVBLV_Voltage OP8(0),15,V,14,17,Passed,0.0001554
7.8.9 Power Test FSEVBHV_Voltage OP8(0),392,V,360,410,Passed,0.0001723
7.8.10 Power Test FTEABHV_UbatHV OP8(0),391,V,360,410,Passed,0.000244
7.8.11 Power Test SAEABHV_Voltage OP8(0),392,V,360,410,Passed,0.0001854
7.4.1 Power Test U Current OP4(1),419.123923112937,A,400,500,Passed,0.1796975
7.4.2 Power Test V Current OP4(1),422.719592084849,A,400,500,Passed,0.1773438
7.4.3 Power Test W Current OP4(1),424.699724364926,A,400,500,Passed,0.1761496
