Product Name,29113425
Station Name,EOL
Serial Number,!203020120!_V29113441
DateTime,20210401_111753
Total Test Time,282.200000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.748
Switch ON CAN_12,,,,,Passed,0.133
Switch On CAN_34,,,,,Passed,0.130
Voltage=12.5V,,,,,Passed,0.153
Current=5A,,,,,Passed,0.141
12V_DC_Source,,,,,Passed,0.110
Wait,,,,,Passed,1.016
Switch ON Current measure,,,,,Passed,0.164
Switch OFF 12V_9,,,,,Passed,0.131
Switch On 12V_9,,,,,Passed,0.131
Wait,,,,,Passed,0.516
Switch OFF Current measure,,,,,Passed,0.137
Wait,,,,,Passed,0.516
Wake up,,,,,Passed,1.049
Wait,,,,,Passed,0.540
Switch OFF CAN_34,,,,,Passed,0.139
Wait,,,,,Passed,5.017
Standby Power Current Measure,0.722,,0.6,0.9,Passed,0.155
Connect DUT,,,,,Passed,4.657
Wait,,,,,Passed,0.516
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.024
Switch On 14,,,,,Passed,0.133
Wait,,,,,Passed,0.516
Switch OFF CAN_43,,,,,Passed,0.145
Switch On 12V_10,,,,,Passed,0.137
Switch On 12V_20,,,,,Passed,0.133
EnvironmentPath,,,,,Passed,1.128
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.159
FPGA version,0d180a03,,0d180a03,,Passed,0.023
MCU version,0405,,0405,,Passed,0.024
Read FSSMACS_AclState,50,,30,50,Passed,0.023
Read FTSMACS_AclState,3,,3,3,Passed,0.024
Read SASMACS_AclState,2,,2,2,Passed,0.024
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.027
Read FTEAEXC_UResExcAvg,0.978,,0.95,1.2,Passed,0.024
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.023
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.024
Wait,,,,,Passed,0.516
Set LV Voltage=10V,,,,,Passed,0.148
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1157,,900,1300,Passed,0.045
Set_LV_Voltage=12V,,,,,Passed,0.144
Wait,,,,,Passed,0.515
Read_FS_UbatLV_U16,1400,,1200,1600,Passed,0.045
Set_LV_Voltage=14V,,,,,Passed,0.171
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1643,,1400,1800,Passed,0.048
Read Correction,0.00823,,0,1,Passed,0.047
LV_Caculation ,,,,,Passed,0.028
NumericTest,0.00823,,0,1,Passed,0.000
Set_LV_Voltage=12.5V,,,,,Passed,0.141
Switch On CAN_34,,,,,Passed,0.132
HV_Channel ON,,,,,Passed,0.129
Apply HV Battery = 0V,,,,,Passed,0.044
HV_Source ON,,,,,Passed,0.044
Switch On HV_36,,,,,Passed,0.136
Switch On HV_38,,,,,Passed,0.140
Switch On 12V_8,,,,,Passed,0.138
Switch On 12V_9,,,,,Passed,0.132
Switch On ENS_20,,,,,Passed,0.132
Read T_Iuvw3_U16[0],2045,,2024,2080,Passed,0.024
Read T_Iuvw3_U16[1],2052,,2024,2080,Passed,0.024
Read T_Iuvw3_U16[2],2058,,2024,2080,Passed,0.024
Read FS_IbatHV_U16,2049,,2024,2080,Passed,0.024
HV_Channel ON,,,,,Passed,0.129
HV_Source ON,,,,,Passed,0.044
Apply HV Battery = 270V,,,,,Passed,0.043
