Product Name,29113425
Station Name,EOL
Serial Number,!203580008!_V29113441
DateTime,20210307_133134
Total Test Time,283.200000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.743
Switch ON CAN_12,,,,,Passed,0.136
Switch On CAN_34,,,,,Passed,0.129
Voltage=12.5V,,,,,Passed,0.145
Current=5A,,,,,Passed,0.128
12V_DC_Source,,,,,Passed,0.105
Wait,,,,,Passed,1.027
Switch ON Current measure,,,,,Passed,0.144
Switch OFF 12V_9,,,,,Passed,0.130
Switch On 12V_9,,,,,Passed,0.129
Wait,,,,,Passed,0.515
Switch OFF Current measure,,,,,Passed,0.130
Wait,,,,,Passed,0.516
Wake up,,,,,Passed,1.051
Wait,,,,,Passed,0.517
Switch OFF CAN_34,,,,,Passed,0.134
Wait,,,,,Passed,5.016
Standby Power Current Measure,0.718,,0.6,0.9,Passed,0.169
Connect DUT,,,,,Passed,4.322
Wait,,,,,Passed,0.516
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.024
Switch On 14,,,,,Passed,0.132
Wait,,,,,Passed,0.515
Switch OFF CAN_43,,,,,Passed,0.132
Switch On 12V_10,,,,,Passed,0.132
Switch On 12V_20,,,,,Passed,0.130
EnvironmentPath,,,,,Passed,0.967
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.160
FPGA version,0d180a03,,0d180a03,,Passed,0.024
MCU version,0405,,0405,,Passed,0.023
Read FSSMACS_AclState,50,,30,50,Passed,0.024
Read FTSMACS_AclState,3,,3,3,Passed,0.024
Read SASMACS_AclState,2,,2,2,Passed,0.024
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.027
Read FTEAEXC_UResExcAvg,0.984,,0.95,1.2,Passed,0.024
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.023
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.025
Wait,,,,,Passed,0.516
Set LV Voltage=10V,,,,,Passed,0.153
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1168,,900,1300,Passed,0.044
Set_LV_Voltage=12V,,,,,Passed,0.171
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1409,,1200,1600,Passed,0.044
Set_LV_Voltage=14V,,,,,Passed,0.170
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1650,,1400,1800,Passed,0.049
Read Correction,0.00830,,0,1,Passed,0.046
LV_Caculation ,,,,,Passed,0.028
NumericTest,0.00830,,0,1,Passed,0.000
Set_LV_Voltage=12.5V,,,,,Passed,0.144
Switch On CAN_34,,,,,Passed,0.130
HV_Channel ON,,,,,Passed,0.129
Apply HV Battery = 0V,,,,,Passed,0.044
HV_Source ON,,,,,Passed,0.046
Switch On HV_36,,,,,Passed,0.131
Switch On HV_38,,,,,Passed,0.133
Switch On 12V_8,,,,,Passed,0.132
Switch On 12V_9,,,,,Passed,0.132
Switch On ENS_20,,,,,Passed,0.132
Read T_Iuvw3_U16[0],2042,,2024,2080,Passed,0.024
Read T_Iuvw3_U16[1],2047,,2024,2080,Passed,0.023
Read T_Iuvw3_U16[2],2051,,2024,2080,Passed,0.023
Read FS_IbatHV_U16,2052,,2024,2080,Passed,0.025
HV_Channel ON,,,,,Passed,0.129
HV_Source ON,,,,,Passed,0.055
Apply HV Battery = 270V,,,,,Passed,0.044
Apply HV Battery =1A,,,,,Passed,0.047
Wait,,,,,Passed,0.515
Read FSEABHV_UbatHV,270.326,,265,273,Passed,0.025
HV_Channel OFF,,,,,Passed,0.128
HV_Source OFF,,,,,Passed,0.050
Wait,,,,,Passed,1.016
Read FSMAPMT_PmTemp,19.550,,18,26,Passed,0.024
Read FSMADBT_DboardTemp,19.789,,18,40,Passed,0.028
Read FSMACBT_CboardTempHV,20.426,,18,40,Passed,0.028
Read FSMACBT_CboardTempLV,20,,18,40,Passed,0.030
Read FSMAICT_CoolingTemp,19.421,,18,28,Passed,0.024
Read FSMAMST_StatorTemp1,83.121,,78,88,Passed,0.024
Read FSMAMST_StatorTemp2,86.705,,78,88,Passed,0.024
Wait,,,,,Passed,0.516
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.170
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.177
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.175
Set MAIN_u16ModeReq=1,,,,,Passed,0.177
Wait,,,,,Passed,0.517
Set UDS_bRoutineActive=1,,,,,Passed,0.176
Set UDS_bRoutineActive=1,,,,,Passed,0.181
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.175
Wait,,,,,Passed,0.517
ENS testing ENS_u32Dty,9824,,5000,15000,Passed,1.076
ENS testing ENS_u32Prd,19998,,10000,30000,Passed,1.078
HV_Channel ON,,,,,Passed,0.129
HV_Source ON,,,,,Passed,0.043
Apply HV Battery = 220V,,,,,Passed,0.043
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,949,,900,1000,Passed,0.045
Apply HV Battery = 280V,,,,,Passed,0.044
Wait,,,,,Passed,0.516
Read FS_UbatHV_U16,1206,,1000,1300,Passed,0.044
Apply HV Battery = 350V,,,,,Passed,0.053
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,1503,,1400,1600,Passed,0.045
Read Correction,0.235,,0,1,Passed,0.046
HV_Caculation ,,,,,Passed,0.028
Wait,,,,,Passed,1.516
Check_the_water,1,,1,1,Passed,9.600
U_LOAD,,,,,Passed,0.042
V_LOAD,,,,,Passed,0.041
W_LOAD,,,,,Passed,0.041
Wait,,,,,Passed,0.516
Apply HV Battery =270V,,,,,Passed,0.043
Apply HV Battery =25A,,,,,Passed,0.053
Read FSSMACS_AclState,50,,30,50,Passed,0.024
Read FTSMACS_AclState,3,,3,3,Passed,0.024
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.167
Wait,,,,,Passed,0.166
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.171
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.182
Wait,,,,,Passed,1.016
Set UDS_bRoutineActive=1,,,,,Passed,0.178
Wait,,,,,Passed,1.016
Read FSSMACS_Aclstate,50,,30,50,Passed,0.023
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.167
Set MAIN_u16ModeReq=0,,,,,Passed,0.023
Set MAIN_u16ModeReq=0,,,,,Passed,0.026
Read FSSMACS_Aclstate,31,,30,31,Passed,0.023
Wait,,,,,Passed,0.516
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.167
Wait,,,,,Passed,0.515
Set FTSMACS_FtModeReqBypassValueC=6,,,,,Passed,0.167
Wait,,,,,Passed,0.515
Read FTSMACS_AclState,8,,8,8,Passed,0.024
Wait,,,,,Passed,0.516
Read FSSMACS_Aclstate,31,,30,31,Passed,0.025
Set_FTCIVDC_ExtPwmOnOff3C=1,,,,,Passed,0.173
Wait,,,,,Passed,0.516
Set_U_DutyCycle= 0.548,,,,,Passed,0.180
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],1548,,1300,1700,Passed,0.045
Read U Current,-350.890,,-500,500,Passed,0.472
Set_U_DutyCycle= 0.545,,,,,Passed,0.167
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],1675,,1500,1900,Passed,0.044
Read U Current,-257.633,,-500,500,Passed,0.132
Set_U_DutyCycle= 0.54,,,,,Passed,0.168
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],1871,,1700,2100,Passed,0.049
Read U Current,-119.572,,-500,500,Passed,0.137
Set_U_DutyCycle= 0.5,,,,,Passed,0.169
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],2044,,1900,2300,Passed,0.049
Read U Current,2.588,,-500,500,Passed,0.133
Set_U_DutyCycle= 0.46,,,,,Passed,0.169
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],2267,,2100,2500,Passed,0.045
Read U Current,156.995,,-500,500,Passed,0.131
Set_U_DutyCycle= 0.455,,,,,Passed,0.169
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],2482,,2300,2700,Passed,0.045
Read U Current,309.915,,-500,500,Passed,0.133
Set_U_DutyCycle= 0.452,,,,,Passed,0.170
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],2635,,2500,2900,Passed,0.045
Read U Current,414.468,,-500,500,Passed,0.130
Set_V_DutyCycle= 0.548,,,,,Passed,0.171
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[1],1562,,1300,1700,Passed,0.046
Read V Current,-346.887,,-500,500,Passed,0.131
Set_V_DutyCycle= 0.545,,,,,Passed,0.166
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[1],1687,,1500,1900,Passed,0.046
Read V Current,-255.779,,-500,500,Passed,0.131
Set_V_DutyCycle= 0.54,,,,,Passed,0.166
Wait,,,,,Passed,0.516
