Product Name,29113425
Station Name,EOL
Serial Number,!202930120!_V29113441
DateTime,20210307_145835
Total Test Time,284.400000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.747
Switch ON CAN_12,,,,,Passed,0.135
Switch On CAN_34,,,,,Passed,0.131
Voltage=12.5V,,,,,Passed,0.144
Current=5A,,,,,Passed,0.141
12V_DC_Source,,,,,Passed,0.101
Wait,,,,,Passed,1.017
Switch ON Current measure,,,,,Passed,0.144
Switch OFF 12V_9,,,,,Passed,0.132
Switch On 12V_9,,,,,Passed,0.131
Wait,,,,,Passed,0.517
Switch OFF Current measure,,,,,Passed,0.135
Wait,,,,,Passed,0.517
Wake up,,,,,Passed,1.042
Wait,,,,,Passed,0.522
Switch OFF CAN_34,,,,,Passed,0.143
Wait,,,,,Passed,5.017
Standby Power Current Measure,0.744,,0.6,0.9,Passed,0.158
Connect DUT,,,,,Passed,4.320
Wait,,,,,Passed,0.517
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.026
Switch On 14,,,,,Passed,0.133
Wait,,,,,Passed,0.516
Switch OFF CAN_43,,,,,Passed,0.133
Switch On 12V_10,,,,,Passed,0.134
Switch On 12V_20,,,,,Passed,0.133
EnvironmentPath,,,,,Passed,0.938
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.163
FPGA version,0d180a03,,0d180a03,,Passed,0.025
MCU version,0405,,0405,,Passed,0.026
Read FSSMACS_AclState,50,,30,50,Passed,0.030
Read FTSMACS_AclState,3,,3,3,Passed,0.026
Read SASMACS_AclState,2,,2,2,Passed,0.027
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.026
Read FTEAEXC_UResExcAvg,0.978,,0.95,1.2,Passed,0.025
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.024
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.032
Wait,,,,,Passed,0.517
Set LV Voltage=10V,,,,,Passed,0.147
Wait,,,,,Passed,0.518
Read_FS_UbatLV_U16,1170,,900,1300,Passed,0.047
Set_LV_Voltage=12V,,,,,Passed,0.154
Wait,,,,,Passed,0.518
Read_FS_UbatLV_U16,1412,,1200,1600,Passed,0.047
Set_LV_Voltage=14V,,,,,Passed,0.160
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1653,,1400,1800,Passed,0.047
Read Correction,0.00828,,0,1,Passed,0.049
LV_Caculation ,,,,,Passed,0.029
NumericTest,0.00828,,0,1,Passed,0.001
Set_LV_Voltage=12.5V,,,,,Passed,0.171
Switch On CAN_34,,,,,Passed,0.132
HV_Channel ON,,,,,Passed,0.130
Apply HV Battery = 0V,,,,,Passed,0.045
HV_Source ON,,,,,Passed,0.055
Switch On HV_36,,,,,Passed,0.139
