Product Name,29113425
Station Name,EOL
Serial Number,!203020132!_V29113441
DateTime,20210307_183720
Total Test Time,287.600000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.776
Switch ON CAN_12,,,,,Passed,0.222
Switch On CAN_34,,,,,Passed,0.129
Voltage=12.5V,,,,,Passed,0.139
Current=5A,,,,,Passed,0.174
12V_DC_Source,,,,,Passed,0.122
Wait,,,,,Passed,1.016
Switch ON Current measure,,,,,Passed,0.242
Switch OFF 12V_9,,,,,Passed,0.129
Switch On 12V_9,,,,,Passed,0.129
Wait,,,,,Passed,0.516
Switch OFF Current measure,,,,,Passed,0.181
Wait,,,,,Passed,0.516
Wake up,,,,,Passed,1.180
Wait,,,,,Passed,0.542
Switch OFF CAN_34,,,,,Passed,0.143
Wait,,,,,Passed,5.016
Standby Power Current Measure,0.730,,0.6,0.9,Passed,0.159
Connect DUT,,,,,Passed,4.719
Wait,,,,,Passed,0.515
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.066
Switch On 14,,,,,Passed,0.133
Wait,,,,,Passed,0.516
Switch OFF CAN_43,,,,,Passed,0.131
Switch On 12V_10,,,,,Passed,0.131
Switch On 12V_20,,,,,Passed,0.132
EnvironmentPath,,,,,Passed,1.038
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.205
FPGA version,0d180a03,,0d180a03,,Passed,0.032
MCU version,0405,,0405,,Passed,0.029
Read FSSMACS_AclState,50,,30,50,Passed,0.025
Read FTSMACS_AclState,3,,3,3,Passed,0.026
Read SASMACS_AclState,2,,2,2,Passed,0.023
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.023
Read FTEAEXC_UResExcAvg,0.983,,0.95,1.2,Passed,0.028
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.067
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.024
Wait,,,,,Passed,0.516
Set LV Voltage=10V,,,,,Passed,0.148
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1165,,900,1300,Passed,0.048
Set_LV_Voltage=12V,,,,,Passed,0.154
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1406,,1200,1600,Passed,0.045
Set_LV_Voltage=14V,,,,,Passed,0.145
Wait,,,,,Passed,0.515
Read_FS_UbatLV_U16,1645,,1400,1800,Passed,0.044
Read Correction,0.00833,,0,1,Passed,0.137
LV_Caculation ,,,,,Passed,0.059
NumericTest,0.00833,,0,1,Passed,0.003
Set_LV_Voltage=12.5V,,,,,Passed,0.142
Switch On CAN_34,,,,,Passed,0.130
HV_Channel ON,,,,,Passed,0.130
Apply HV Battery = 0V,,,,,Passed,0.043
HV_Source ON,,,,,Passed,0.044
Switch On HV_36,,,,,Passed,0.131
Switch On HV_38,,,,,Passed,0.130
Switch On 12V_8,,,,,Passed,0.131
Switch On 12V_9,,,,,Passed,0.132
Switch On ENS_20,,,,,Passed,0.132
Read T_Iuvw3_U16[0],2050,,2024,2080,Passed,0.030
Read T_Iuvw3_U16[1],2049,,2024,2080,Passed,0.024
Read T_Iuvw3_U16[2],2061,,2024,2080,Passed,0.024
Read FS_IbatHV_U16,2060,,2024,2080,Passed,0.023
HV_Channel ON,,,,,Passed,0.128
HV_Source ON,,,,,Passed,0.044
Apply HV Battery = 270V,,,,,Passed,0.043
Apply HV Battery =1A,,,,,Passed,0.045
Wait,,,,,Passed,0.516
Read FSEABHV_UbatHV,270.311,,265,273,Passed,0.024
HV_Channel OFF,,,,,Passed,0.129
HV_Source OFF,,,,,Passed,0.044
Wait,,,,,Passed,1.015
Read FSMAPMT_PmTemp,21.00629,,18,26,Passed,0.023
Read FSMADBT_DboardTemp,21.0213,,18,40,Passed,0.023
Read FSMACBT_CboardTempHV,21.489,,18,40,Passed,0.031
Read FSMACBT_CboardTempLV,21.574,,18,40,Passed,0.023
Read FSMAICT_CoolingTemp,20.809,,18,28,Passed,0.023
Read FSMAMST_StatorTemp1,83.237,,78,88,Passed,0.024
Read FSMAMST_StatorTemp2,86.821,,78,88,Passed,0.023
Wait,,,,,Passed,0.515
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.157
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.159
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.177
Set MAIN_u16ModeReq=1,,,,,Passed,0.170
Wait,,,,,Passed,0.515
Set UDS_bRoutineActive=1,,,,,Passed,0.170
Set UDS_bRoutineActive=1,,,,,Passed,0.167
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.168
Wait,,,,,Passed,0.516
ENS testing ENS_u32Dty,9779,,5000,15000,Passed,1.153
ENS testing ENS_u32Prd,19994,,10000,30000,Passed,1.077
HV_Channel ON,,,,,Passed,0.129
HV_Source ON,,,,,Passed,0.043
Apply HV Battery = 220V,,,,,Passed,0.042
Wait,,,,,Passed,0.515
Read FS_UbatHV_U16,955,,900,1000,Passed,0.050
Apply HV Battery = 280V,,,,,Passed,0.046
Wait,,,,,Passed,0.516
Read FS_UbatHV_U16,1211,,1000,1300,Passed,0.045
Apply HV Battery = 350V,,,,,Passed,0.053
Wait,,,,,Passed,0.516
Read FS_UbatHV_U16,1512,,1400,1600,Passed,0.044
Read Correction,0.233,,0,1,Passed,0.047
HV_Caculation ,,,,,Passed,0.059
Wait,,,,,Passed,1.516
Check_the_water,1,,1,1,Passed,8.540
U_LOAD,,,,,Passed,0.045
V_LOAD,,,,,Passed,0.048
W_LOAD,,,,,Passed,0.042
Wait,,,,,Passed,0.515
Apply HV Battery =270V,,,,,Passed,0.044
Apply HV Battery =25A,,,,,Passed,0.043
Read FSSMACS_AclState,50,,30,50,Passed,0.024
Read FTSMACS_AclState,3,,3,3,Passed,0.024
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.159
Wait,,,,,Passed,0.165
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.156
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.169
Wait,,,,,Passed,1.017
Set UDS_bRoutineActive=1,,,,,Passed,0.171
Wait,,,,,Passed,1.015
Read FSSMACS_Aclstate,50,,30,50,Passed,0.024
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.159
Set MAIN_u16ModeReq=0,,,,,Passed,0.023
Set MAIN_u16ModeReq=0,,,,,Passed,0.023
Read FSSMACS_Aclstate,31,,30,31,Passed,0.026
Wait,,,,,Passed,0.517
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.158
Wait,,,,,Passed,0.516
Set FTSMACS_FtModeReqBypassValueC=6,,,,,Passed,0.155
Wait,,,,,Passed,0.516
Read FTSMACS_AclState,8,,8,8,Passed,0.024
Wait,,,,,Passed,0.516
Read FSSMACS_Aclstate,31,,30,31,Passed,0.023
Set_FTCIVDC_ExtPwmOnOff3C=1,,,,,Passed,0.164
Wait,,,,,Passed,0.515
Set_U_DutyCycle= 0.548,,,,,Passed,0.158
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],1524,,1300,1700,Passed,0.049
Read U Current,-370.274,,-500,500,Passed,0.473
Set_U_DutyCycle= 0.545,,,,,Passed,0.159
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],1655,,1500,1900,Passed,0.044
Read U Current,-274.070,,-500,500,Passed,0.130
Set_U_DutyCycle= 0.54,,,,,Passed,0.162
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],1858,,1700,2100,Passed,0.046
Read U Current,-132.095,,-500,500,Passed,0.130
Set_U_DutyCycle= 0.5,,,,,Passed,0.161
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],2056,,1900,2300,Passed,0.046
Read U Current,2.608,,-500,500,Passed,0.129
Set_U_DutyCycle= 0.46,,,,,Passed,0.163
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],2289,,2100,2500,Passed,0.045
Read U Current,166.467,,-500,500,Passed,0.131
Set_U_DutyCycle= 0.455,,,,,Passed,0.158
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],2508,,2300,2700,Passed,0.047
Read U Current,320.741,,-500,500,Passed,0.133
Set_U_DutyCycle= 0.452,,,,,Passed,0.162
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],2664,,2500,2900,Passed,0.045
Read U Current,425.399,,-500,500,Passed,0.131
Set_V_DutyCycle= 0.548,,,,,Passed,0.161
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[1],1550,,1300,1700,Passed,0.048
Read V Current,-360.673,,-500,500,Passed,0.131
Set_V_DutyCycle= 0.545,,,,,Passed,0.158
Wait,,,,,Passed,0.515
Read FT_Iuvw3_U16[1],1675,,1500,1900,Passed,0.045
Read V Current,-268.608,,-500,500,Passed,0.131
Set_V_DutyCycle= 0.54,,,,,Passed,0.162
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[1],1859,,1700,2100,Passed,0.045
Read V Current,-133.206,,-500,500,Passed,0.130
Set_V_DutyCycle= 0.5,,,,,Passed,0.159
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[1],2049,,1900,2300,Passed,0.045
Read V Current,2.614,,-500,500,Passed,0.130
Set_V_DutyCycle= 0.46,,,,,Passed,0.161
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[1],2253,,2100,2500,Passed,0.044
Read V Current,151.0669,,-500,500,Passed,0.129
Set_V_DutyCycle= 0.455,,,,,Passed,0.161
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[1],2446,,2300,2700,Passed,0.045
Read V Current,291.201,,-500,500,Passed,0.132
Set_V_DutyCycle= 0.452,,,,,Passed,0.162
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[1],2581,,2500,2900,Passed,0.044
Read V Current,388.425,,-500,500,Passed,0.131
Set_W_DutyCycle= 0.548,,,,,Passed,0.163
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[2],1545,,1300,1700,Passed,0.047
Read W Current,-362.536,,-500,500,Passed,0.131
Set_W_DutyCycle= 0.545,,,,,Passed,0.158
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[2],1681,,1500,1900,Passed,0.044
Read W Current,-264.260,,-500,500,Passed,0.130
Set_W_DutyCycle= 0.54,,,,,Passed,0.163
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[2],1885,,1700,2100,Passed,0.045
Read W Current,-118.610,,-500,500,Passed,0.130
Set_W_DutyCycle= 0.5,,,,,Passed,0.160
Wait,,,,,Passed,0.516
