Product Name,29113425
Station Name,EOL
Serial Number,!202930116!_V29113441
DateTime,20210307_144348
Total Test Time,295.600000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.742
Switch ON CAN_12,,,,,Passed,0.160
Switch On CAN_34,,,,,Passed,0.132
Voltage=12.5V,,,,,Passed,0.145
Current=5A,,,,,Passed,0.124
12V_DC_Source,,,,,Passed,0.098
Wait,,,,,Passed,1.018
Switch ON Current measure,,,,,Passed,0.131
Switch OFF 12V_9,,,,,Passed,0.131
Switch On 12V_9,,,,,Passed,0.132
Wait,,,,,Passed,0.517
Switch OFF Current measure,,,,,Passed,0.134
Wait,,,,,Passed,0.517
Wake up,,,,,Passed,1.046
Wait,,,,,Passed,0.521
Switch OFF CAN_34,,,,,Passed,0.148
Wait,,,,,Passed,5.017
Standby Power Current Measure,0.765,,0.6,0.9,Passed,0.165
Connect DUT,,,,,Passed,4.344
Wait,,,,,Passed,0.517
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.026
Switch On 14,,,,,Passed,0.133
Wait,,,,,Passed,0.517
Switch OFF CAN_43,,,,,Passed,0.134
Switch On 12V_10,,,,,Passed,0.133
Switch On 12V_20,,,,,Passed,0.133
EnvironmentPath,,,,,Passed,0.944
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.161
FPGA version,0d180a03,,0d180a03,,Passed,0.030
MCU version,0405,,0405,,Passed,0.026
Read FSSMACS_AclState,50,,30,50,Passed,0.025
Read FTSMACS_AclState,3,,3,3,Passed,0.030
Read SASMACS_AclState,2,,2,2,Passed,0.026
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.026
Read FTEAEXC_UResExcAvg,0.982,,0.95,1.2,Passed,0.025
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.025
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.026
Wait,,,,,Passed,0.516
Set LV Voltage=10V,,,,,Passed,0.146
Wait,,,,,Passed,0.518
Read_FS_UbatLV_U16,1167,,900,1300,Passed,0.047
Set_LV_Voltage=12V,,,,,Passed,0.148
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1409,,1200,1600,Passed,0.050
Set_LV_Voltage=14V,,,,,Passed,0.148
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1650,,1400,1800,Passed,0.047
Read Correction,0.00828,,0,1,Passed,0.048
LV_Caculation ,,,,,Passed,0.029
NumericTest,0.00828,,0,1,Passed,0.000
Set_LV_Voltage=12.5V,,,,,Passed,0.165
Switch On CAN_34,,,,,Passed,0.134
HV_Channel ON,,,,,Passed,0.131
Apply HV Battery = 0V,,,,,Passed,0.056
HV_Source ON,,,,,Passed,0.044
Switch On HV_36,,,,,Passed,0.132
Switch On HV_38,,,,,Passed,0.134
Switch On 12V_8,,,,,Passed,0.133
Switch On 12V_9,,,,,Passed,0.132
Switch On ENS_20,,,,,Passed,0.134
Read T_Iuvw3_U16[0],2045,,2024,2080,Passed,0.026
Read T_Iuvw3_U16[1],2062,,2024,2080,Passed,0.026
Read T_Iuvw3_U16[2],2055,,2024,2080,Passed,0.026
Read FS_IbatHV_U16,2042,,2024,2080,Passed,0.026
HV_Channel ON,,,,,Passed,0.130
HV_Source ON,,,,,Passed,0.047
Apply HV Battery = 270V,,,,,Passed,0.044
Apply HV Battery =1A,,,,,Passed,0.045
Wait,,,,,Passed,0.517
Read FSEABHV_UbatHV,269.711,,265,273,Passed,0.026
HV_Channel OFF,,,,,Passed,0.130
HV_Source OFF,,,,,Passed,0.055
Wait,,,,,Passed,1.017
Read FSMAPMT_PmTemp,18.971,,18,26,Passed,0.029
Read FSMADBT_DboardTemp,19.474,,18,40,Passed,0.025
Read FSMACBT_CboardTempHV,20.255,,18,40,Passed,0.026
Read FSMACBT_CboardTempLV,19.842,,18,40,Passed,0.026
Read FSMAICT_CoolingTemp,18.895,,18,28,Passed,0.026
Read FSMAMST_StatorTemp1,83.295,,78,88,Passed,0.026
Read FSMAMST_StatorTemp2,86.474,,78,88,Passed,0.028
Wait,,,,,Passed,0.517
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.171
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.168
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.175
Set MAIN_u16ModeReq=1,,,,,Passed,0.177
Wait,,,,,Passed,0.516
Set UDS_bRoutineActive=1,,,,,Passed,0.178
Set UDS_bRoutineActive=1,,,,,Passed,0.178
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.180
Wait,,,,,Passed,0.518
ENS testing ENS_u32Dty,9779,,5000,15000,Passed,1.080
ENS testing ENS_u32Prd,20001,,10000,30000,Passed,1.083
HV_Channel ON,,,,,Passed,0.136
HV_Source ON,,,,,Passed,0.055
Apply HV Battery = 220V,,,,,Passed,0.053
Wait,,,,,Passed,0.522
Read FS_UbatHV_U16,960,,900,1000,Passed,0.047
Apply HV Battery = 280V,,,,,Passed,0.045
Wait,,,,,Passed,0.518
Read FS_UbatHV_U16,1219,,1000,1300,Passed,0.061
Apply HV Battery = 350V,,,,,Passed,0.053
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,1521,,1400,1600,Passed,0.056
Read Correction,0.232,,0,1,Passed,0.049
HV_Caculation ,,,,,Passed,0.031
Wait,,,,,Passed,1.516
Check_the_water,1,,1,1,Passed,8.538
U_LOAD,,,,,Passed,0.047
V_LOAD,,,,,Passed,0.044
W_LOAD,,,,,Passed,0.049
Wait,,,,,Passed,0.519
Apply HV Battery =270V,,,,,Passed,0.045
Apply HV Battery =25A,,,,,Passed,0.045
Read FSSMACS_AclState,50,,30,50,Passed,0.026
Read FTSMACS_AclState,3,,3,3,Passed,0.031
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.168
Wait,,,,,Passed,0.168
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.170
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.177
Wait,,,,,Passed,1.017
Set UDS_bRoutineActive=1,,,,,Passed,0.177
Wait,,,,,Passed,1.017
Read FSSMACS_Aclstate,50,,30,50,Passed,0.025
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.170
Set MAIN_u16ModeReq=0,,,,,Passed,0.029
Set MAIN_u16ModeReq=0,,,,,Passed,0.025
Read FSSMACS_Aclstate,31,,30,31,Passed,0.026
Wait,,,,,Passed,0.517
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.168
Wait,,,,,Passed,0.517
Set FTSMACS_FtModeReqBypassValueC=6,,,,,Passed,0.171
Wait,,,,,Passed,0.517
Read FTSMACS_AclState,8,,8,8,Passed,0.025
Wait,,,,,Passed,0.517
Read FSSMACS_Aclstate,31,,30,31,Passed,0.031
Set_FTCIVDC_ExtPwmOnOff3C=1,,,,,Passed,0.167
Wait,,,,,Passed,0.517
Set_U_DutyCycle= 0.548,,,,,Passed,0.169
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],1501,,1300,1700,Passed,0.048
Read U Current,-387.266,,-500,500,Passed,0.135
Set_U_DutyCycle= 0.545,,,,,Passed,0.171
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],1632,,1500,1900,Passed,0.048
Read U Current,-290.99522,,-500,500,Passed,0.134
Set_U_DutyCycle= 0.54,,,,,Passed,0.170
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],1841,,1700,2100,Passed,0.051
Read U Current,-143.637,,-500,500,Passed,0.134
Set_U_DutyCycle= 0.5,,,,,Passed,0.175
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],2049,,1900,2300,Passed,0.047
Read U Current,2.661,,-500,500,Passed,0.134
Set_U_DutyCycle= 0.46,,,,,Passed,0.170
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],2303,,2100,2500,Passed,0.049
Read U Current,178.960,,-500,500,Passed,0.135
Set_U_DutyCycle= 0.455,,,,,Passed,0.169
Wait,,,,,Passed,0.517
