Product Name,29113425
Station Name,EOL
Serial Number,!203050105!_V29113441
DateTime,20210307_151258
Total Test Time,283.800000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.740
Switch ON CAN_12,,,,,Passed,0.136
Switch On CAN_34,,,,,Passed,0.133
Voltage=12.5V,,,,,Passed,0.166
Current=5A,,,,,Passed,0.142
12V_DC_Source,,,,,Passed,0.103
Wait,,,,,Passed,1.021
Switch ON Current measure,,,,,Passed,0.175
Switch OFF 12V_9,,,,,Passed,0.132
Switch On 12V_9,,,,,Passed,0.133
Wait,,,,,Passed,0.517
Switch OFF Current measure,,,,,Passed,0.139
Wait,,,,,Passed,0.517
Wake up,,,,,Passed,1.045
Wait,,,,,Passed,0.517
Switch OFF CAN_34,,,,,Passed,0.151
Wait,,,,,Passed,5.017
Standby Power Current Measure,0.708,,0.6,0.9,Passed,0.159
Connect DUT,,,,,Passed,4.339
Wait,,,,,Passed,0.516
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.032
Switch On 14,,,,,Passed,0.133
Wait,,,,,Passed,0.517
Switch OFF CAN_43,,,,,Passed,0.133
Switch On 12V_10,,,,,Passed,0.133
Switch On 12V_20,,,,,Passed,0.133
EnvironmentPath,,,,,Passed,0.898
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.161
FPGA version,0d180a03,,0d180a03,,Passed,0.026
MCU version,0405,,0405,,Passed,0.026
Read FSSMACS_AclState,50,,30,50,Passed,0.026
Read FTSMACS_AclState,3,,3,3,Passed,0.027
Read SASMACS_AclState,2,,2,2,Passed,0.030
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.026
Read FTEAEXC_UResExcAvg,0.980,,0.95,1.2,Passed,0.026
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.025
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.025
Wait,,,,,Passed,0.517
Set LV Voltage=10V,,,,,Passed,0.149
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1169,,900,1300,Passed,0.047
Set_LV_Voltage=12V,,,,,Passed,0.166
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1410,,1200,1600,Passed,0.047
Set_LV_Voltage=14V,,,,,Passed,0.169
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1651,,1400,1800,Passed,0.050
Read Correction,0.00830,,0,1,Passed,0.049
LV_Caculation ,,,,,Passed,0.029
NumericTest,0.00830,,0,1,Passed,0.000
Set_LV_Voltage=12.5V,,,,,Passed,0.165
Switch On CAN_34,,,,,Passed,0.134
HV_Channel ON,,,,,Passed,0.130
Apply HV Battery = 0V,,,,,Passed,0.056
HV_Source ON,,,,,Passed,0.044
Switch On HV_36,,,,,Passed,0.134
Switch On HV_38,,,,,Passed,0.134
Switch On 12V_8,,,,,Passed,0.133
Switch On 12V_9,,,,,Passed,0.133
Switch On ENS_20,,,,,Passed,0.133
Read T_Iuvw3_U16[0],2043,,2024,2080,Passed,0.026
Read T_Iuvw3_U16[1],2061,,2024,2080,Passed,0.026
Read T_Iuvw3_U16[2],2057,,2024,2080,Passed,0.027
Read FS_IbatHV_U16,2040,,2024,2080,Passed,0.027
HV_Channel ON,,,,,Passed,0.132
HV_Source ON,,,,,Passed,0.045
Apply HV Battery = 270V,,,,,Passed,0.046
Apply HV Battery =1A,,,,,Passed,0.045
Wait,,,,,Passed,0.517
Read FSEABHV_UbatHV,270.319,,265,273,Passed,0.026
HV_Channel OFF,,,,,Passed,0.130
HV_Source OFF,,,,,Passed,0.045
Wait,,,,,Passed,1.017
Read FSMAPMT_PmTemp,20.294,,18,26,Passed,0.026
Read FSMADBT_DboardTemp,19.789,,18,40,Passed,0.029
Read FSMACBT_CboardTempHV,20.383,,18,40,Passed,0.026
Read FSMACBT_CboardTempLV,20.0426,,18,40,Passed,0.026
Read FSMAICT_CoolingTemp,19.316,,18,28,Passed,0.026
Read FSMAMST_StatorTemp1,83.179,,78,88,Passed,0.026
Read FSMAMST_StatorTemp2,86.705,,78,88,Passed,0.027
Wait,,,,,Passed,0.517
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.170
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.173
Wait,,,,,Passed,0.518
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.177
Set MAIN_u16ModeReq=1,,,,,Passed,0.179
Wait,,,,,Passed,0.516
Set UDS_bRoutineActive=1,,,,,Passed,0.178
Set UDS_bRoutineActive=1,,,,,Passed,0.178
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.178
Wait,,,,,Passed,0.517
ENS testing ENS_u32Dty,9822,,5000,15000,Passed,1.082
ENS testing ENS_u32Prd,20001,,10000,30000,Passed,1.079
HV_Channel ON,,,,,Passed,0.130
HV_Source ON,,,,,Passed,0.057
Apply HV Battery = 220V,,,,,Passed,0.048
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,956,,900,1000,Passed,0.048
Apply HV Battery = 280V,,,,,Passed,0.045
Wait,,,,,Passed,0.516
Read FS_UbatHV_U16,1213,,1000,1300,Passed,0.048
Apply HV Battery = 350V,,,,,Passed,0.045
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,1512,,1400,1600,Passed,0.047
Read Correction,0.234,,0,1,Passed,0.049
HV_Caculation ,,,,,Passed,0.029
Wait,,,,,Passed,1.517
Check_the_water,1,,1,1,Passed,8.538
U_LOAD,,,,,Passed,0.052
V_LOAD,,,,,Passed,0.048
W_LOAD,,,,,Passed,0.048
Wait,,,,,Passed,0.520
Apply HV Battery =270V,,,,,Passed,0.045
Apply HV Battery =25A,,,,,Passed,0.045
Read FSSMACS_AclState,50,,30,50,Passed,0.026
Read FTSMACS_AclState,3,,3,3,Passed,0.026
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.174
Wait,,,,,Passed,0.167
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.169
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.176
Wait,,,,,Passed,1.017
Set UDS_bRoutineActive=1,,,,,Passed,0.177
Wait,,,,,Passed,1.017
Read FSSMACS_Aclstate,50,,30,50,Passed,0.025
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.169
Set MAIN_u16ModeReq=0,,,,,Passed,0.024
Set MAIN_u16ModeReq=0,,,,,Passed,0.028
Read FSSMACS_Aclstate,31,,30,31,Passed,0.026
Wait,,,,,Passed,0.517
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.169
Wait,,,,,Passed,0.517
Set FTSMACS_FtModeReqBypassValueC=6,,,,,Passed,0.167
Wait,,,,,Passed,0.517
Read FTSMACS_AclState,8,,8,8,Passed,0.026
Wait,,,,,Passed,0.517
Read FSSMACS_Aclstate,31,,30,31,Passed,0.026
Set_FTCIVDC_ExtPwmOnOff3C=1,,,,,Passed,0.170
Wait,,,,,Passed,0.518
Set_U_DutyCycle= 0.548,,,,,Passed,0.170
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],1499,,1300,1700,Passed,0.047
Read U Current,-385.209,,-500,500,Passed,0.144
Set_U_DutyCycle= 0.545,,,,,Passed,0.170
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],1634,,1500,1900,Passed,0.048
Read U Current,-290.431,,-500,500,Passed,0.135
Set_U_DutyCycle= 0.54,,,,,Passed,0.169
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],1839,,1700,2100,Passed,0.048
Read U Current,-144.634,,-500,500,Passed,0.135
Set_U_DutyCycle= 0.5,,,,,Passed,0.174
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],2052,,1900,2300,Passed,0.048
Read U Current,2.700,,-500,500,Passed,0.135
Set_U_DutyCycle= 0.46,,,,,Passed,0.173
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],2304,,2100,2500,Passed,0.047
Read U Current,182.182,,-500,500,Passed,0.133
Set_U_DutyCycle= 0.455,,,,,Passed,0.171
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],2533,,2300,2700,Passed,0.047
Read U Current,341.964,,-500,500,Passed,0.133
Set_U_DutyCycle= 0.452,,,,,Passed,0.171
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],2688,,2500,2900,Passed,0.052
Read U Current,448.908,,-500,500,Passed,0.134
Set_V_DutyCycle= 0.548,,,,,Passed,0.171
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[1],1511,,1300,1700,Passed,0.048
Read V Current,-386.457,,-500,500,Passed,0.134
Set_V_DutyCycle= 0.545,,,,,Passed,0.170
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[1],1643,,1500,1900,Passed,0.047
Read V Current,-293.247,,-500,500,Passed,0.134
Set_V_DutyCycle= 0.54,,,,,Passed,0.170
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[1],1844,,1700,2100,Passed,0.047
Read V Current,-150.821,,-500,500,Passed,0.133
Set_V_DutyCycle= 0.5,,,,,Passed,0.174
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[1],2060,,1900,2300,Passed,0.048
Read V Current,2.661,,-500,500,Passed,0.135
Set_V_DutyCycle= 0.46,,,,,Passed,0.176
Wait,,,,,Passed,0.517
