Product Name,29113425
Station Name,EOL
Serial Number,!203100094!_V29113441
DateTime,20210307_185357
Total Test Time,282.000000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.766
Switch ON CAN_12,,,,,Passed,0.135
Switch On CAN_34,,,,,Passed,0.132
Voltage=12.5V,,,,,Passed,0.146
Current=5A,,,,,Passed,0.125
12V_DC_Source,,,,,Passed,0.107
Wait,,,,,Passed,1.029
Switch ON Current measure,,,,,Passed,0.134
Switch OFF 12V_9,,,,,Passed,0.132
Switch On 12V_9,,,,,Passed,0.132
Wait,,,,,Passed,0.517
Switch OFF Current measure,,,,,Passed,0.142
Wait,,,,,Passed,0.516
Wake up,,,,,Passed,1.042
Wait,,,,,Passed,0.519
Switch OFF CAN_34,,,,,Passed,0.144
Wait,,,,,Passed,5.016
Standby Power Current Measure,0.713,,0.6,0.9,Passed,0.184
Connect DUT,,,,,Passed,4.645
Wait,,,,,Passed,0.518
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.025
Switch On 14,,,,,Passed,0.133
Wait,,,,,Passed,0.517
Switch OFF CAN_43,,,,,Passed,0.134
Switch On 12V_10,,,,,Passed,0.134
Switch On 12V_20,,,,,Passed,0.134
EnvironmentPath,,,,,Passed,0.999
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.164
FPGA version,0d180a03,,0d180a03,,Passed,0.027
MCU version,0405,,0405,,Passed,0.026
Read FSSMACS_AclState,50,,30,50,Passed,0.026
Read FTSMACS_AclState,3,,3,3,Passed,0.029
Read SASMACS_AclState,2,,2,2,Passed,0.026
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.026
Read FTEAEXC_UResExcAvg,0.979,,0.95,1.2,Passed,0.026
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.025
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.026
Wait,,,,,Passed,0.517
Set LV Voltage=10V,,,,,Passed,0.141
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1166,,900,1300,Passed,0.049
Set_LV_Voltage=12V,,,,,Passed,0.139
Wait,,,,,Passed,0.518
Read_FS_UbatLV_U16,1408,,1200,1600,Passed,0.051
Set_LV_Voltage=14V,,,,,Passed,0.161
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1649,,1400,1800,Passed,0.047
Read Correction,0.00828,,0,1,Passed,0.048
LV_Caculation ,,,,,Passed,0.028
NumericTest,0.00828,,0,1,Passed,0.000
Set_LV_Voltage=12.5V,,,,,Passed,0.167
Switch On CAN_34,,,,,Passed,0.134
HV_Channel ON,,,,,Passed,0.130
Apply HV Battery = 0V,,,,,Passed,0.057
HV_Source ON,,,,,Passed,0.045
Switch On HV_36,,,,,Passed,0.134
Switch On HV_38,,,,,Passed,0.134
Switch On 12V_8,,,,,Passed,0.134
Switch On 12V_9,,,,,Passed,0.135
Switch On ENS_20,,,,,Passed,0.134
Read T_Iuvw3_U16[0],2045,,2024,2080,Passed,0.026
Read T_Iuvw3_U16[1],2058,,2024,2080,Passed,0.028
Read T_Iuvw3_U16[2],2053,,2024,2080,Passed,0.030
Read FS_IbatHV_U16,2047,,2024,2080,Passed,0.025
HV_Channel ON,,,,,Passed,0.131
