Product Name,29113425
Station Name,EOL
Serial Number,!202930120!_V29113441
DateTime,20210307_191520
Total Test Time,284.200000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.754
Switch ON CAN_12,,,,,Passed,0.133
Switch On CAN_34,,,,,Passed,0.133
Voltage=12.5V,,,,,Passed,0.168
Current=5A,,,,,Passed,0.118
12V_DC_Source,,,,,Passed,0.102
Wait,,,,,Passed,1.017
Switch ON Current measure,,,,,Passed,0.145
Switch OFF 12V_9,,,,,Passed,0.132
Switch On 12V_9,,,,,Passed,0.132
Wait,,,,,Passed,0.517
Switch OFF Current measure,,,,,Passed,0.135
Wait,,,,,Passed,0.516
Wake up,,,,,Passed,1.047
Wait,,,,,Passed,0.517
Switch OFF CAN_34,,,,,Passed,0.135
Wait,,,,,Passed,5.017
Standby Power Current Measure,0.747,,0.6,0.9,Passed,0.166
Connect DUT,,,,,Passed,4.642
Wait,,,,,Passed,0.521
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.028
Switch On 14,,,,,Passed,0.135
Wait,,,,,Passed,0.517
Switch OFF CAN_43,,,,,Passed,0.134
Switch On 12V_10,,,,,Passed,0.134
Switch On 12V_20,,,,,Passed,0.135
EnvironmentPath,,,,,Passed,1.024
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.163
FPGA version,0d180a03,,0d180a03,,Passed,0.030
MCU version,0405,,0405,,Passed,0.030
Read FSSMACS_AclState,50,,30,50,Passed,0.032
Read FTSMACS_AclState,3,,3,3,Passed,0.027
Read SASMACS_AclState,2,,2,2,Passed,0.026
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.026
Read FTEAEXC_UResExcAvg,0.980,,0.95,1.2,Passed,0.026
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.025
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.027
Wait,,,,,Passed,0.517
Set LV Voltage=10V,,,,,Passed,0.143
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1158,,900,1300,Passed,0.050
Set_LV_Voltage=12V,,,,,Passed,0.161
Wait,,,,,Passed,0.518
Read_FS_UbatLV_U16,1402,,1200,1600,Passed,0.047
Set_LV_Voltage=14V,,,,,Passed,0.167
Wait,,,,,Passed,0.518
Read_FS_UbatLV_U16,1643,,1400,1800,Passed,0.047
Read Correction,0.00825,,0,1,Passed,0.049
LV_Caculation ,,,,,Passed,0.030
NumericTest,0.00825,,0,1,Passed,0.000
Set_LV_Voltage=12.5V,,,,,Passed,0.162
Switch On CAN_34,,,,,Passed,0.134
HV_Channel ON,,,,,Passed,0.131
Apply HV Battery = 0V,,,,,Passed,0.046
HV_Source ON,,,,,Passed,0.045
Switch On HV_36,,,,,Passed,0.133
Switch On HV_38,,,,,Passed,0.136
Switch On 12V_8,,,,,Passed,0.134
Switch On 12V_9,,,,,Passed,0.134
Switch On ENS_20,,,,,Passed,0.135
Read T_Iuvw3_U16[0],2044,,2024,2080,Passed,0.028
Read T_Iuvw3_U16[1],2058,,2024,2080,Passed,0.026
Read T_Iuvw3_U16[2],2050,,2024,2080,Passed,0.026
Read FS_IbatHV_U16,2041,,2024,2080,Passed,0.026
HV_Channel ON,,,,,Passed,0.130
HV_Source ON,,,,,Passed,0.045
Apply HV Battery = 270V,,,,,Passed,0.045
Apply HV Battery =1A,,,,,Passed,0.046
Wait,,,,,Passed,0.517
Read FSEABHV_UbatHV,270.179,,265,273,Passed,0.032
HV_Channel OFF,,,,,Passed,0.130
HV_Source OFF,,,,,Passed,0.056
Wait,,,,,Passed,1.016
Read FSMAPMT_PmTemp,21.509,,18,26,Passed,0.026
Read FSMADBT_DboardTemp,21.362,,18,40,Passed,0.026
Read FSMACBT_CboardTempHV,22,,18,40,Passed,0.027
Read FSMACBT_CboardTempLV,21.787,,18,40,Passed,0.026
Read FSMAICT_CoolingTemp,20.723,,18,28,Passed,0.027
Read FSMAMST_StatorTemp1,83.121,,78,88,Passed,0.027
Read FSMAMST_StatorTemp2,86.763,,78,88,Passed,0.028
Wait,,,,,Passed,0.516
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.161
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.165
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.165
Set MAIN_u16ModeReq=1,,,,,Passed,0.168
Wait,,,,,Passed,0.517
Set UDS_bRoutineActive=1,,,,,Passed,0.170
Set UDS_bRoutineActive=1,,,,,Passed,0.177
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.174
Wait,,,,,Passed,0.517
ENS testing ENS_u32Dty,9758,,5000,15000,Passed,1.082
ENS testing ENS_u32Prd,19996,,10000,30000,Passed,1.085
HV_Channel ON,,,,,Passed,0.130
HV_Source ON,,,,,Passed,0.045
Apply HV Battery = 220V,,,,,Passed,0.045
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,957,,900,1000,Passed,0.049
Apply HV Battery = 280V,,,,,Passed,0.046
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,1215,,1000,1300,Passed,0.048
Apply HV Battery = 350V,,,,,Passed,0.046
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,1517,,1400,1600,Passed,0.048
Read Correction,0.232,,0,1,Passed,0.049
HV_Caculation ,,,,,Passed,0.030
Wait,,,,,Passed,1.516
Check_the_water,1,,1,1,Passed,7.474
U_LOAD,,,,,Passed,0.045
V_LOAD,,,,,Passed,0.042
W_LOAD,,,,,Passed,0.043
Wait,,,,,Passed,0.517
Apply HV Battery =270V,,,,,Passed,0.046
Apply HV Battery =25A,,,,,Passed,0.045
Read FSSMACS_AclState,50,,30,50,Passed,0.031
Read FTSMACS_AclState,3,,3,3,Passed,0.026
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.156
Wait,,,,,Passed,0.167
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.162
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.170
Wait,,,,,Passed,1.016
Set UDS_bRoutineActive=1,,,,,Passed,0.174
Wait,,,,,Passed,1.018
Read FSSMACS_Aclstate,50,,30,50,Passed,0.027
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.167
Set MAIN_u16ModeReq=0,,,,,Passed,0.024
Set MAIN_u16ModeReq=0,,,,,Passed,0.025
Read FSSMACS_Aclstate,31,,30,31,Passed,0.026
Wait,,,,,Passed,0.517
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.159
Wait,,,,,Passed,0.517
Set FTSMACS_FtModeReqBypassValueC=6,,,,,Passed,0.158
Wait,,,,,Passed,0.517
Read FTSMACS_AclState,8,,8,8,Passed,0.025
Wait,,,,,Passed,0.517
Read FSSMACS_Aclstate,31,,30,31,Passed,0.029
Set_FTCIVDC_ExtPwmOnOff3C=1,,,,,Passed,0.159
Wait,,,,,Passed,0.517
Set_U_DutyCycle= 0.548,,,,,Passed,0.157
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],1519,,1300,1700,Passed,0.047
Read U Current,-369.374,,-500,500,Passed,0.134
Set_U_DutyCycle= 0.545,,,,,Passed,0.162
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],1656,,1500,1900,Passed,0.048
Read U Current,-273.580,,-500,500,Passed,0.135
Set_U_DutyCycle= 0.54,,,,,Passed,0.166
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],1854,,1700,2100,Passed,0.048
Read U Current,-131.789,,-500,500,Passed,0.135
Set_U_DutyCycle= 0.5,,,,,Passed,0.167
Wait,,,,,Passed,0.519
Read FT_Iuvw3_U16[0],2050,,1900,2300,Passed,0.051
Read U Current,2.433,,-500,500,Passed,0.136
Set_U_DutyCycle= 0.46,,,,,Passed,0.167
Wait,,,,,Passed,0.520
Read FT_Iuvw3_U16[0],2290,,2100,2500,Passed,0.049
Read U Current,171.385,,-500,500,Passed,0.140
Set_U_DutyCycle= 0.455,,,,,Passed,0.157
Wait,,,,,Passed,0.519
Read FT_Iuvw3_U16[0],2512,,2300,2700,Passed,0.066
Read U Current,327.0417,,-500,500,Passed,0.132
Set_U_DutyCycle= 0.452,,,,,Passed,0.171
Wait,,,,,Passed,0.519
Read FT_Iuvw3_U16[0],2664,,2500,2900,Passed,0.049
Read U Current,433.0501,,-500,500,Passed,0.134
Set_V_DutyCycle= 0.548,,,,,Passed,0.165
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[1],1529,,1300,1700,Passed,0.048
Read V Current,-374.634,,-500,500,Passed,0.134
Set_V_DutyCycle= 0.545,,,,,Passed,0.157
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[1],1656,,1500,1900,Passed,0.048
Read V Current,-281.332,,-500,500,Passed,0.134
Set_V_DutyCycle= 0.54,,,,,Passed,0.161
Wait,,,,,Passed,0.518
Read FT_Iuvw3_U16[1],1854,,1700,2100,Passed,0.048
Read V Current,-141.291,,-500,500,Passed,0.135
Set_V_DutyCycle= 0.5,,,,,Passed,0.162
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[1],2060,,1900,2300,Passed,0.048
Read V Current,2.442,,-500,500,Passed,0.135
Set_V_DutyCycle= 0.46,,,,,Passed,0.160
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[1],2281,,2100,2500,Passed,0.048
Read V Current,157.371,,-500,500,Passed,0.136
Set_V_DutyCycle= 0.455,,,,,Passed,0.157
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[1],2483,,2300,2700,Passed,0.051
Read V Current,300.825,,-500,500,Passed,0.135
Set_V_DutyCycle= 0.452,,,,,Passed,0.161
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[1],2621,,2500,2900,Passed,0.049
Read V Current,398.494,,-500,500,Passed,0.135
Set_W_DutyCycle= 0.548,,,,,Passed,0.160
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[2],1508,,1300,1700,Passed,0.049
Read W Current,-383.778,,-500,500,Passed,0.135
Set_W_DutyCycle= 0.545,,,,,Passed,0.157
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[2],1655,,1500,1900,Passed,0.049
Read W Current,-281.883,,-500,500,Passed,0.135
Set_W_DutyCycle= 0.54,,,,,Passed,0.164
Wait,,,,,Passed,0.518
Read FT_Iuvw3_U16[2],1861,,1700,2100,Passed,0.047
Read W Current,-131.568,,-500,500,Passed,0.134
Set_W_DutyCycle= 0.5,,,,,Passed,0.160
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[2],2053,,1900,2300,Passed,0.048
Read W Current,2.478,,-500,500,Passed,0.136
Set_W_DutyCycle= 0.46,,,,,Passed,0.158
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[2],2268,,2100,2500,Passed,0.052
Read W Current,155.782,,-500,500,Passed,0.137
Set_W_DutyCycle= 0.455,,,,,Passed,0.160
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[2],2490,,2300,2700,Passed,0.051
Read W Current,312.375,,-500,500,Passed,0.135
Set_W_DutyCycle= 0.452,,,,,Passed,0.159
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[2],2637,,2500,2900,Passed,0.048
Read W Current,417.366,,-500,500,Passed,0.136
DutyCycle OFF,,,,,Passed,0.159
FTCIVDC_ExtPwmOnOff3C,,,,,Passed,0.159
Set FTSMACS_FtModeReqBypassOnOffC=0,,,,,Passed,0.165
Set FTSMACS_FtModeReqBypassValueC=4,,,,,Passed,0.160
Wait,,,,,Passed,2.016
Read Correction U,0.701,,0.5,1,Passed,0.049
Current_Caculation,,,,,Passed,0.038
Read Correction V,0.706,,0.5,1,Passed,0.050
Current_Caculation,,,,,Passed,0.037
Read Correction W,0.710,,0.5,1,Passed,0.048
Current_Caculation,,,,,Passed,0.037
Wait,,,,,Passed,0.517
get_gain,,,,,Passed,0.020
Set FSMABLV_UbatLVCorGainC,,,,,Passed,0.160
Wait,,,,,Passed,0.517
get_gain,,,,,Passed,0.020
Set FSMABLV_UbatLVCorOffsetC,,,,,Passed,0.161
Wait,,,,,Passed,0.516
get_gain,,,,,Passed,0.020
Set FSEABHV_UbatHVCorGainC,,,,,Passed,0.160
Set FTEABHV_UbatHVCorGainC,,,,,Passed,0.163
Set SAMTBHV_GainCorrnC,,,,,Passed,0.166
get_gain,,,,,Passed,0.019
Set FSEABHV_UbatHVCorOffsetC,,,,,Passed,0.160
Set FTEABHV_UbatHVCorOffsetC,,,,,Passed,0.165
Set SAMTBHV_A2DOffsetVoltageC,,,,,Passed,0.162
get_gain,,,,,Passed,0.020
Set FTEAMPI_A2DGainIsuLC,,,,,Passed,0.157
Set SAMTLCS_A2DGainIsuLC,,,,,Passed,0.165
get_gain,,,,,Passed,0.019
Set FTEAMPI_A2DGainIsvLC,,,,,Passed,0.164
Set SAMTLCS_A2DGainIsvLC,,,,,Passed,0.160
get_gain,,,,,Passed,0.020
Set FTEAMPI_A2DGainIswLC,,,,,Passed,0.160
Set SAMTLCS_A2DGainIswLC,,,,,Passed,0.169
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.158
Wait,,,,,Passed,0.167
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.158
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.170
Wait,,,,,Passed,0.517
Set UDS_bRoutineActive=1,,,,,Passed,0.175
Set UDS_bRoutineActive=1,,,,,Passed,0.173
Wait,,,,,Passed,0.517
Read FSSMACS_AclState,31,,30,50,Passed,0.026
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.161
Set MAIN_u16ModeReq=0,,,,,Passed,0.026
Set MAIN_u16ModeReq=0,,,,,Passed,0.173
Wait,,,,,Passed,0.517
Set MAIN_u16WriteTrimEnaC=5A07,,,,,Passed,0.160
Set MAIN_u16WriteTrimEnaC=5A07,,,,,Passed,0.162
Wait,,,,,Passed,0.518
Set MAIN_MSGu8PowerMode=0,,,,,Passed,0.313
Set MAIN_MSGu8PowerMode=0,,,,,Passed,0.169
Wait,,,,,Passed,0.167
MAIN_bShutDownReq=1,,,,,Passed,0.176
MAIN_bShutDownReq=1,,,,,Passed,1.221
Wait,,,,,Passed,0.518
HV_Source OFF,,,,,Passed,0.046
HV_Channel OFF,,,,,Passed,0.133
Switch OFF HV_21,,,,,Passed,0.136
Switch OFF HV_22,,,,,Passed,0.133
Read FSMABLV_UbatLVCorGainC,0.982,,0.9,1.1,Passed,0.021
Read FSMABLV_UbatLVCorOffsetC,54.0186,,-60,100,Passed,0.020
Read HV_CorGainC,1.0110,,0.9,1.2,Passed,0.020
Read HV_CorOffsetC,-9.101,,-50,50,Passed,0.021
Read FTEAMPI_A2DGainIsuLC,1.0294,,0.9,1.1,Passed,0.020
Read FTEAMPI_A2DGainIsvLC,1.0201,,0.9,1.1,Passed,0.021
Read FTEAMPI_A2DGainIswLC,1.0310,,0.9,1.1,Passed,0.020
Read SAMTLCS_A2DGainIsuLC,1.0294,,0.9,1.1,Passed,0.021
Read SAMTLCS_A2DGainIsvLC,1.0201,,0.9,1.1,Passed,0.021
Read SAMTLCS_A2DGainIswLC,1.0310,,0.9,1.1,Passed,0.021
Disconnect,,,,,Passed,3.974
12V_DC_Source,,,,,Passed,0.105
Wait,,,,,Passed,0.517
Switch OFF 12V_8,,,,,Passed,0.156
Switch OFF 12V_9,,,,,Passed,0.131
Wait,,,,,Passed,0.517
Switch On 12V_8,,,,,Passed,0.234
Switch On 12V_9,,,,,Passed,0.138
Voltage=12.5V,,,,,Passed,0.157
Current=5A,,,,,Passed,0.133
12V_DC_Source,,,,,Passed,0.102
Wait,,,,,Passed,0.519
Wake up,,,,,Passed,1.046
Wait,,,,,Passed,0.520
Connect DUT,,,,,Passed,4.947
Wait,,,,,Passed,0.517
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.026
Wait,,,,,Passed,1.517
FSMABLV_UbatLVCorGainC,1,,1,1,Passed,0.041
FSMABLV_UbatLVCorOffsetC,1,,1,1,Passed,0.043
HV_CorGainC,1,,1,1,Passed,0.040
HV_CorOffsetC,1,,1,1,Passed,0.040
FTEAMPI_A2DGainIsuLC,1,,1,1,Passed,0.040
FTEAMPI_A2DGainIsvLC,1,,1,1,Passed,0.040
FTEAMPI_A2DGainIswLC,1,,1,1,Passed,0.040
