Product Name,29113425
Station Name,EOL
Serial Number,!203100094!_V29113441
DateTime,20210307_143516
Total Test Time,286.000000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.746
Switch ON CAN_12,,,,,Passed,0.136
Switch On CAN_34,,,,,Passed,0.131
Voltage=12.5V,,,,,Passed,0.168
Current=5A,,,,,Passed,0.134
12V_DC_Source,,,,,Passed,0.100
Wait,,,,,Passed,1.031
Switch ON Current measure,,,,,Passed,0.135
Switch OFF 12V_9,,,,,Passed,0.131
Switch On 12V_9,,,,,Passed,0.131
Wait,,,,,Passed,0.517
Switch OFF Current measure,,,,,Passed,0.134
Wait,,,,,Passed,0.517
Wake up,,,,,Passed,1.048
Wait,,,,,Passed,0.521
Switch OFF CAN_34,,,,,Passed,0.131
Wait,,,,,Passed,5.017
Standby Power Current Measure,0.740,,0.6,0.9,Passed,0.157
Connect DUT,,,,,Passed,4.336
Wait,,,,,Passed,0.517
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.026
Switch On 14,,,,,Passed,0.133
Wait,,,,,Passed,0.516
Switch OFF CAN_43,,,,,Passed,0.134
Switch On 12V_10,,,,,Passed,0.133
Switch On 12V_20,,,,,Passed,0.133
EnvironmentPath,,,,,Passed,0.941
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.165
FPGA version,0d180a03,,0d180a03,,Passed,0.025
MCU version,0405,,0405,,Passed,0.025
Read FSSMACS_AclState,50,,30,50,Passed,0.026
Read FTSMACS_AclState,3,,3,3,Passed,0.026
Read SASMACS_AclState,2,,2,2,Passed,0.025
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.025
Read FTEAEXC_UResExcAvg,0.976,,0.95,1.2,Passed,0.030
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.025
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.025
Wait,,,,,Passed,0.517
Set LV Voltage=10V,,,,,Passed,0.155
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1166,,900,1300,Passed,0.047
Set_LV_Voltage=12V,,,,,Passed,0.171
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1408,,1200,1600,Passed,0.047
Set_LV_Voltage=14V,,,,,Passed,0.168
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1649,,1400,1800,Passed,0.047
Read Correction,0.00828,,0,1,Passed,0.048
LV_Caculation ,,,,,Passed,0.029
NumericTest,0.00828,,0,1,Passed,0.000
Set_LV_Voltage=12.5V,,,,,Passed,0.142
Switch On CAN_34,,,,,Passed,0.133
HV_Channel ON,,,,,Passed,0.130
Apply HV Battery = 0V,,,,,Passed,0.045
HV_Source ON,,,,,Passed,0.044
Switch On HV_36,,,,,Passed,0.133
Switch On HV_38,,,,,Passed,0.133
Switch On 12V_8,,,,,Passed,0.132
Switch On 12V_9,,,,,Passed,0.132
Switch On ENS_20,,,,,Passed,0.132
Read T_Iuvw3_U16[0],2048,,2024,2080,Passed,0.026
Read T_Iuvw3_U16[1],2062,,2024,2080,Passed,0.029
Read T_Iuvw3_U16[2],2057,,2024,2080,Passed,0.027
Read FS_IbatHV_U16,2048,,2024,2080,Passed,0.028
HV_Channel ON,,,,,Passed,0.129
HV_Source ON,,,,,Passed,0.054
Apply HV Battery = 270V,,,,,Passed,0.055
Apply HV Battery =1A,,,,,Passed,0.045
Wait,,,,,Passed,0.517
Read FSEABHV_UbatHV,270.286,,265,273,Passed,0.025
HV_Channel OFF,,,,,Passed,0.129
HV_Source OFF,,,,,Passed,0.045
Wait,,,,,Passed,1.018
Read FSMAPMT_PmTemp,19.0997,,18,26,Passed,0.026
Read FSMADBT_DboardTemp,19.579,,18,40,Passed,0.026
Read FSMACBT_CboardTempHV,20,,18,40,Passed,0.026
Read FSMACBT_CboardTempLV,19.947,,18,40,Passed,0.028
Read FSMAICT_CoolingTemp,18.895,,18,28,Passed,0.025
Read FSMAMST_StatorTemp1,83.295,,78,88,Passed,0.026
Read FSMAMST_StatorTemp2,86.763,,78,88,Passed,0.026
Wait,,,,,Passed,0.517
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.173
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.170
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.175
Set MAIN_u16ModeReq=1,,,,,Passed,0.323
Wait,,,,,Passed,0.517
Set UDS_bRoutineActive=1,,,,,Passed,0.176
Set UDS_bRoutineActive=1,,,,,Passed,0.176
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.176
Wait,,,,,Passed,0.516
ENS testing ENS_u32Dty,9782,,5000,15000,Passed,1.078
ENS testing ENS_u32Prd,20002,,10000,30000,Passed,1.077
HV_Channel ON,,,,,Passed,0.132
HV_Source ON,,,,,Passed,0.046
Apply HV Battery = 220V,,,,,Passed,0.046
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,955,,900,1000,Passed,0.051
Apply HV Battery = 280V,,,,,Passed,0.045
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,1212,,1000,1300,Passed,0.047
Apply HV Battery = 350V,,,,,Passed,0.046
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,1512,,1400,1600,Passed,0.047
Read Correction,0.233,,0,1,Passed,0.048
HV_Caculation ,,,,,Passed,0.029
Wait,,,,,Passed,1.517
Check_the_water,1,,1,1,Passed,8.538
U_LOAD,,,,,Passed,0.044
V_LOAD,,,,,Passed,0.044
W_LOAD,,,,,Passed,0.043
Wait,,,,,Passed,0.517
Apply HV Battery =270V,,,,,Passed,0.045
Apply HV Battery =25A,,,,,Passed,0.055
Read FSSMACS_AclState,50,,30,50,Passed,0.026
Read FTSMACS_AclState,3,,3,3,Passed,0.026
