Product Name,29113425
Station Name,EOL
Serial Number,!203050141!_V29113441
DateTime,20210307_190758
Total Test Time,281.800000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.747
Switch ON CAN_12,,,,,Passed,0.138
Switch On CAN_34,,,,,Passed,0.132
Voltage=12.5V,,,,,Passed,0.144
Current=5A,,,,,Passed,0.106
12V_DC_Source,,,,,Passed,0.099
Wait,,,,,Passed,1.029
Switch ON Current measure,,,,,Passed,0.137
Switch OFF 12V_9,,,,,Passed,0.132
Switch On 12V_9,,,,,Passed,0.131
Wait,,,,,Passed,0.517
Switch OFF Current measure,,,,,Passed,0.150
Wait,,,,,Passed,0.517
Wake up,,,,,Passed,1.044
Wait,,,,,Passed,0.535
Switch OFF CAN_34,,,,,Passed,0.145
Wait,,,,,Passed,5.016
Standby Power Current Measure,0.726,,0.6,0.9,Passed,0.176
Connect DUT,,,,,Passed,4.657
Wait,,,,,Passed,0.517
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.028
Switch On 14,,,,,Passed,0.139
Wait,,,,,Passed,0.517
Switch OFF CAN_43,,,,,Passed,0.133
Switch On 12V_10,,,,,Passed,0.135
Switch On 12V_20,,,,,Passed,0.134
EnvironmentPath,,,,,Passed,1.018
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.162
FPGA version,0d180a03,,0d180a03,,Passed,0.026
MCU version,0405,,0405,,Passed,0.026
Read FSSMACS_AclState,50,,30,50,Passed,0.028
Read FTSMACS_AclState,3,,3,3,Passed,0.026
Read SASMACS_AclState,2,,2,2,Passed,0.026
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.026
Read FTEAEXC_UResExcAvg,0.980,,0.95,1.2,Passed,0.026
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.025
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.026
Wait,,,,,Passed,0.516
Set LV Voltage=10V,,,,,Passed,0.142
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1154,,900,1300,Passed,0.051
Set_LV_Voltage=12V,,,,,Passed,0.155
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1398,,1200,1600,Passed,0.047
Set_LV_Voltage=14V,,,,,Passed,0.170
Wait,,,,,Passed,0.518
Read_FS_UbatLV_U16,1639,,1400,1800,Passed,0.048
Read Correction,0.00825,,0,1,Passed,0.049
LV_Caculation ,,,,,Passed,0.030
NumericTest,0.00825,,0,1,Passed,0.001
Set_LV_Voltage=12.5V,,,,,Passed,0.166
Switch On CAN_34,,,,,Passed,0.135
HV_Channel ON,,,,,Passed,0.131
Apply HV Battery = 0V,,,,,Passed,0.056
HV_Source ON,,,,,Passed,0.046
Switch On HV_36,,,,,Passed,0.136
Switch On HV_38,,,,,Passed,0.135
Switch On 12V_8,,,,,Passed,0.135
Switch On 12V_9,,,,,Passed,0.134
Switch On ENS_20,,,,,Passed,0.134
Read T_Iuvw3_U16[0],2040,,2024,2080,Passed,0.027
Read T_Iuvw3_U16[1],2053,,2024,2080,Passed,0.026
Read T_Iuvw3_U16[2],2050,,2024,2080,Passed,0.027
Read FS_IbatHV_U16,2048,,2024,2080,Passed,0.026
HV_Channel ON,,,,,Passed,0.130
HV_Source ON,,,,,Passed,0.045
Apply HV Battery = 270V,,,,,Passed,0.047
Apply HV Battery =1A,,,,,Passed,0.046
Wait,,,,,Passed,0.517
Read FSEABHV_UbatHV,269.952,,265,273,Passed,0.029
HV_Channel OFF,,,,,Passed,0.130
HV_Source OFF,,,,,Passed,0.045
Wait,,,,,Passed,1.016
Read FSMAPMT_PmTemp,21.635,,18,26,Passed,0.026
Read FSMADBT_DboardTemp,21.574,,18,40,Passed,0.026
Read FSMACBT_CboardTempHV,22.0851,,18,40,Passed,0.026
Read FSMACBT_CboardTempLV,21.915,,18,40,Passed,0.026
Read FSMAICT_CoolingTemp,20.979,,18,28,Passed,0.027
Read FSMAMST_StatorTemp1,83.0636,,78,88,Passed,0.027
Read FSMAMST_StatorTemp2,86.474,,78,88,Passed,0.026
Wait,,,,,Passed,0.517
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.159
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.160
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.173
Set MAIN_u16ModeReq=1,,,,,Passed,0.170
Wait,,,,,Passed,0.517
Set UDS_bRoutineActive=1,,,,,Passed,0.172
Set UDS_bRoutineActive=1,,,,,Passed,0.176
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.172
Wait,,,,,Passed,0.517
ENS testing ENS_u32Dty,9779,,5000,15000,Passed,1.080
ENS testing ENS_u32Prd,19996,,10000,30000,Passed,1.080
HV_Channel ON,,,,,Passed,0.130
HV_Source ON,,,,,Passed,0.046
Apply HV Battery = 220V,,,,,Passed,0.055
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,954,,900,1000,Passed,0.049
Apply HV Battery = 280V,,,,,Passed,0.047
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,1211,,1000,1300,Passed,0.047
Apply HV Battery = 350V,,,,,Passed,0.045
Wait,,,,,Passed,0.516
Read FS_UbatHV_U16,1510,,1400,1600,Passed,0.054
Read Correction,0.234,,0,1,Passed,0.055
HV_Caculation ,,,,,Passed,0.028
Wait,,,,,Passed,1.519
Check_the_water,1,,1,1,Passed,7.474
U_LOAD,,,,,Passed,0.046
V_LOAD,,,,,Passed,0.043
W_LOAD,,,,,Passed,0.044
Wait,,,,,Passed,0.517
Apply HV Battery =270V,,,,,Passed,0.047
Apply HV Battery =25A,,,,,Passed,0.046
Read FSSMACS_AclState,50,,30,50,Passed,0.031
Read FTSMACS_AclState,3,,3,3,Passed,0.026
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.161
Wait,,,,,Passed,0.167
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.161
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.167
Wait,,,,,Passed,1.016
Set UDS_bRoutineActive=1,,,,,Passed,0.314
Wait,,,,,Passed,1.016
