Product Name,PSA
Stationt Name,BurnIn
Version,V1.0.0
Serial Number,！203240113！V02835！203240113！V02835
Total Test Time,1054
DUTResult,Passed
Date Time,20210320002910
Stepname,MeasureValue,Unit,Lowlimit,Highlimit,Result,CycleTime
If,,,,,Done,4.66E-05
End,,,,,Done,2.54E-05
7.0.0 Error Code Check,62 FD 41 EF FF FF FF FF FF,,62 FD 41 EF FF FF FF FF FF,62 FD 41 EF FF FF FF FF FF,Passed,6.43E-05
7.4.1 Power Test U Current OP4(0),421.683118666163,A,400,500,Passed,0.1785554
7.4.2 Power Test V Current OP4(0),422.072822951508,A,400,500,Passed,0.170129
7.4.3 Power Test W Current OP4(0),422.261405810972,A,400,500,Passed,0.1708172
7.4.4 Power Test F_TEMP_MEAS_CTL  OP4(0),25,deg,20,99,Passed,0.000178
7.4.5 Power Test F_TEMP_MEAS_MOD OP4(0),73,deg,20,99,Passed,0.0001935
7.4.6 Power Test F_TEMP_MEAS_DRV OP4(0),25,deg,20,99,Passed,0.0001504
7.4.7 Power Test AN_CTP_COOLING_F OP4(0),33,deg,20,99,Passed,0.0002041
7.4.8 Power Test FSEVBLV_Voltage OP4(0),9,V,9,12,Passed,0.0001843
7.4.9 Power Test FSEVBHV_Voltage OP4(0),389,V,360,410,Passed,0.000197
7.4.10 Power Test FTEABHV_UbatHV OP4(0),387,V,360,410,Passed,0.0002034
7.4.11 Power Test SAEABHV_Voltage OP4(0),389,V,360,410,Passed,0.0002613
7.8.1 Power Test U Current OP8(0),421.737174785772,A,400,500,Passed,0.1784862
7.8.2 Power Test V Current OP8(0),421.511244825912,A,400,500,Passed,0.1696766
7.8.3 Power Test W Current OP8(0),421.505039468936,A,400,500,Passed,0.1706307
7.8.4 Power Test F_TEMP_MEAS_CTL  OP8(0),26,deg,20,99,Passed,0.0002069
7.8.5 Power Test F_TEMP_MEAS_MOD OP8(0),74,deg,20,99,Passed,0.0001734
7.8.6 Power Test F_TEMP_MEAS_DRV OP8(0),26,deg,20,99,Passed,0.0001992
7.8.7 Power Test AN_CTP_COOLING_F OP8(0),41,deg,20,99,Passed,0.0001804
7.8.8 Power Test FSEVBLV_Voltage OP8(0),15,V,14,17,Passed,0.0001596
7.8.9 Power Test FSEVBHV_Voltage OP8(0),397,V,360,410,Passed,0.0002002
7.8.10 Power Test FTEABHV_UbatHV OP8(0),396,V,360,410,Passed,0.0001568
7.8.11 Power Test SAEABHV_Voltage OP8(0),397,V,360,410,Passed,0.0001956
7.4.1 Power Test U Current OP4(1),421.407503268928,A,400,500,Passed,0.1785742
7.4.2 Power Test V Current OP4(1),420.268812494335,A,400,500,Passed,0.169374
7.4.3 Power Test W Current OP4(1),420.910244127785,A,400,500,Passed,0.1699323
7.4.4 Power Test F_TEMP_MEAS_CTL  OP4(1),26,deg,20,99,Passed,0.0006324
7.4.5 Power Test F_TEMP_MEAS_MOD OP4(1),74,deg,20,99,Passed,0.000178
7.4.6 Power Test F_TEMP_MEAS_DRV OP4(1),28,deg,20,99,Passed,0.0001656
7.4.7 Power Test AN_CTP_COOLING_F OP4(1),45,deg,20,99,Passed,0.000191
7.4.8 Power Test FSEVBLV_Voltage OP4(1),9,V,9,12,Passed,0.00025
7.4.9 Power Test FSEVBHV_Voltage OP4(1),395,V,360,410,Passed,0.0001833
7.4.10 Power Test FTEABHV_UbatHV OP4(1),393,V,360,410,Passed,0.000166
7.4.11 Power Test SAEABHV_Voltage OP4(1),395,V,360,410,Passed,0.0001794
7.8.1 Power Test U Current OP8(1),421.188082493858,A,400,500,Passed,0.1754375
7.8.2 Power Test V Current OP8(1),420.355696906515,A,400,500,Passed,0.1708214
7.8.3 Power Test W Current OP8(1),421.12284104855,A,400,500,Passed,0.1712501
7.8.4 Power Test F_TEMP_MEAS_CTL  OP8(1),27,deg,20,99,Passed,0.0001949
7.8.5 Power Test F_TEMP_MEAS_MOD OP8(1),75,deg,20,99,Passed,0.0002278
7.8.6 Power Test F_TEMP_MEAS_DRV OP8(1),29,deg,20,99,Passed,0.000447
7.8.7 Power Test AN_CTP_COOLING_F OP8(1),47,deg,20,99,Passed,0.0001766
7.8.8 Power Test FSEVBLV_Voltage OP8(1),15,V,14,17,Passed,0.0001928
