Product Name,29113425
Station Name,EOL
Serial Number,!210240019!_V29113441
DateTime,20210412_093953
Total Test Time,152.600000
Result,Fail
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.744
Switch ON CAN_12,,,,,Passed,0.134
Switch On CAN_34,,,,,Passed,0.131
Voltage=12.5V,,,,,Passed,0.156
Current=5A,,,,,Passed,0.106
12V_DC_Source,,,,,Passed,0.091
Wait,,,,,Passed,1.019
Switch ON Current measure,,,,,Passed,0.146
Switch OFF 12V_9,,,,,Passed,0.131
Switch On 12V_9,,,,,Passed,0.130
Wait,,,,,Passed,0.516
Switch OFF Current measure,,,,,Passed,0.139
Wait,,,,,Passed,0.516
Wake up,,,,,Passed,1.042
Wait,,,,,Passed,0.531
Switch OFF CAN_34,,,,,Passed,0.132
Wait,,,,,Passed,5.016
Standby Power Current Measure,0.747,,0.6,0.9,Passed,0.156
Connect DUT,,,,,Passed,4.706
Wait,,,,,Passed,0.516
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.024
Switch On 14,,,,,Passed,0.132
Wait,,,,,Passed,0.516
Switch OFF CAN_43,,,,,Passed,0.134
Switch On 12V_10,,,,,Passed,0.134
Switch On 12V_20,,,,,Passed,0.132
EnvironmentPath,,,,,Passed,1.024
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.159
FPGA version,0d180a03,,0d180a03,,Passed,0.028
MCU version,0405,,0405,,Passed,0.030
Read FSSMACS_AclState,50,,30,50,Passed,0.025
Read FTSMACS_AclState,3,,3,3,Passed,0.024
Read SASMACS_AclState,2,,2,2,Passed,0.025
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.031
Read FTEAEXC_UResExcAvg,0.983,,0.95,1.2,Passed,0.025
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.069
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.025
Wait,,,,,Passed,0.517
Set LV Voltage=10V,,,,,Passed,0.135
Wait,,,,,Passed,0.515
Read_FS_UbatLV_U16,1157,,900,1300,Passed,0.048
Set_LV_Voltage=12V,,,,,Passed,0.147
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1401,,1200,1600,Passed,0.047
Set_LV_Voltage=14V,,,,,Passed,0.167
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1643,,1400,1800,Passed,0.049
Read Correction,0.00823,,0,1,Passed,0.140
LV_Caculation ,,,,,Passed,0.060
NumericTest,0.00823,,0,1,Passed,0.000
Set_LV_Voltage=12.5V,,,,,Passed,0.140
Switch On CAN_34,,,,,Passed,0.132
HV_Channel ON,,,,,Passed,0.130
Apply HV Battery = 0V,,,,,Passed,0.045
HV_Source ON,,,,,Passed,0.044
Switch On HV_36,,,,,Passed,0.133
