Product Name,29113425
Station Name,EOL
Serial Number,!210240019!_V29113441
DateTime,20210412_094752
Total Test Time,183.800000
Result,Fail
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.752
Switch ON CAN_12,,,,,Passed,0.131
Switch On CAN_34,,,,,Passed,0.131
Voltage=12.5V,,,,,Passed,0.161
Current=5A,,,,,Passed,0.107
12V_DC_Source,,,,,Passed,0.114
Wait,,,,,Passed,1.023
Switch ON Current measure,,,,,Passed,0.136
Switch OFF 12V_9,,,,,Passed,0.131
Switch On 12V_9,,,,,Passed,0.132
Wait,,,,,Passed,0.516
Switch OFF Current measure,,,,,Passed,0.139
Wait,,,,,Passed,0.517
Wake up,,,,,Passed,1.053
Wait,,,,,Passed,0.531
Switch OFF CAN_34,,,,,Passed,0.137
Wait,,,,,Passed,5.016
Standby Power Current Measure,0.719,,0.6,0.9,Passed,0.167
Connect DUT,,,,,Passed,4.740
Wait,,,,,Passed,0.516
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.024
Switch On 14,,,,,Passed,0.133
Wait,,,,,Passed,0.516
Switch OFF CAN_43,,,,,Passed,0.142
Switch On 12V_10,,,,,Passed,0.134
Switch On 12V_20,,,,,Passed,0.133
EnvironmentPath,,,,,Passed,1.056
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.161
FPGA version,0d180a03,,0d180a03,,Passed,0.024
MCU version,0405,,0405,,Passed,0.024
Read FSSMACS_AclState,50,,30,50,Passed,0.024
Read FTSMACS_AclState,3,,3,3,Passed,0.024
Read SASMACS_AclState,2,,2,2,Passed,0.024
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.029
Read FTEAEXC_UResExcAvg,0.987,,0.95,1.2,Passed,0.025
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.024
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.024
Wait,,,,,Passed,0.516
Set LV Voltage=10V,,,,,Passed,0.144
Wait,,,,,Passed,0.517
Read_FS_UbatLV_U16,1160,,900,1300,Passed,0.049
Set_LV_Voltage=12V,,,,,Passed,0.146
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1403,,1200,1600,Passed,0.046
Set_LV_Voltage=14V,,,,,Passed,0.141
Wait,,,,,Passed,0.521
Read_FS_UbatLV_U16,1645,,1400,1800,Passed,0.058
Read Correction,0.00825,,0,1,Passed,0.047
LV_Caculation ,,,,,Passed,0.030
NumericTest,0.00825,,0,1,Passed,0.001
Set_LV_Voltage=12.5V,,,,,Passed,0.149
Switch On CAN_34,,,,,Passed,0.134
HV_Channel ON,,,,,Passed,0.133
Apply HV Battery = 0V,,,,,Passed,0.050
HV_Source ON,,,,,Passed,0.050
Switch On HV_36,,,,,Passed,0.139
Switch On HV_38,,,,,Passed,0.143
Switch On 12V_8,,,,,Passed,0.133
Switch On 12V_9,,,,,Passed,0.157
Switch On ENS_20,,,,,Passed,0.134
Read T_Iuvw3_U16[0],2040,,2024,2080,Passed,0.033
Read T_Iuvw3_U16[1],2053,,2024,2080,Passed,0.025
Read T_Iuvw3_U16[2],2059,,2024,2080,Passed,0.028
Read FS_IbatHV_U16,2055,,2024,2080,Passed,0.025
HV_Channel ON,,,,,Passed,0.135
HV_Source ON,,,,,Passed,0.045
Apply HV Battery = 270V,,,,,Passed,0.047
Apply HV Battery =1A,,,,,Passed,0.047
Wait,,,,,Passed,0.520
Read FSEABHV_UbatHV,270.365,,265,273,Passed,0.028
HV_Channel OFF,,,,,Passed,0.129
HV_Source OFF,,,,,Passed,0.054
Wait,,,,,Passed,1.016
Read FSMAPMT_PmTemp,22.683,,18,26,Passed,0.030
Read FSMADBT_DboardTemp,29.745,,18,40,Passed,0.025
Read FSMACBT_CboardTempHV,30.182,,18,40,Passed,0.029
Read FSMACBT_CboardTempLV,28.723,,18,40,Passed,0.024
Read FSMAICT_CoolingTemp,25.234,,18,28,Passed,0.026
Read FSMAMST_StatorTemp1,83.237,,78,88,Passed,0.026
Read FSMAMST_StatorTemp2,86.590,,78,88,Passed,0.026
Wait,,,,,Passed,0.516
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.161
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.165
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.171
Set MAIN_u16ModeReq=1,,,,,Passed,0.171
Wait,,,,,Passed,0.517
Set UDS_bRoutineActive=1,,,,,Passed,0.172
Set UDS_bRoutineActive=1,,,,,Passed,0.169
Wait,,,,,Passed,0.517
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.170
Wait,,,,,Passed,0.516
ENS testing ENS_u32Dty,9772,,5000,15000,Passed,1.077
ENS testing ENS_u32Prd,20003,,10000,30000,Passed,1.085
HV_Channel ON,,,,,Passed,0.130
HV_Source ON,,,,,Passed,0.044
Apply HV Battery = 220V,,,,,Passed,0.044
Wait,,,,,Passed,0.517
Read FS_UbatHV_U16,958,,900,1000,Passed,0.046
Apply HV Battery = 280V,,,,,Passed,0.044
Wait,,,,,Passed,0.516
Read FS_UbatHV_U16,1216,,1000,1300,Passed,0.045
Apply HV Battery = 350V,,,,,Passed,0.044
Wait,,,,,Passed,0.516
Read FS_UbatHV_U16,1518,,1400,1600,Passed,0.046
Read Correction,0.232,,0,1,Passed,0.047
HV_Caculation ,,,,,Passed,0.031
Wait,,,,,Passed,1.516
Check_the_water,1,,1,1,Passed,1.089
U_LOAD,,,,,Passed,0.044
V_LOAD,,,,,Passed,0.042
W_LOAD,,,,,Passed,0.043
