Product Name,29113425
Station Name,EOL
Serial Number,!210060205!_V29113441
DateTime,20210331_122828
Total Test Time,292.200000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.750
Switch ON CAN_12,,,,,Passed,0.130
Switch On CAN_34,,,,,Passed,0.129
Voltage=12.5V,,,,,Passed,0.139
Current=5A,,,,,Passed,0.131
12V_DC_Source,,,,,Passed,0.103
Wait,,,,,Passed,1.025
Switch ON Current measure,,,,,Passed,0.130
Switch OFF 12V_9,,,,,Passed,0.129
Switch On 12V_9,,,,,Passed,0.134
Wait,,,,,Passed,0.516
Switch OFF Current measure,,,,,Passed,0.171
Wait,,,,,Passed,0.520
Wake up,,,,,Passed,1.099
Wait,,,,,Passed,0.522
Switch OFF CAN_34,,,,,Passed,0.153
Wait,,,,,Passed,5.016
Standby Power Current Measure,0.703,,0.6,0.9,Passed,0.177
Connect DUT,,,,,Passed,4.736
Wait,,,,,Passed,0.516
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.066
Switch On 14,,,,,Passed,0.131
Wait,,,,,Passed,0.516
Switch OFF CAN_43,,,,,Passed,0.131
Switch On 12V_10,,,,,Passed,0.131
Switch On 12V_20,,,,,Passed,0.132
EnvironmentPath,,,,,Passed,1.019
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.209
FPGA version,0d180a03,,0d180a03,,Passed,0.030
MCU version,0405,,0405,,Passed,0.028
Read FSSMACS_AclState,50,,30,50,Passed,0.024
Read FTSMACS_AclState,3,,3,3,Passed,0.023
Read SASMACS_AclState,2,,2,2,Passed,0.023
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.023
Read FTEAEXC_UResExcAvg,0.995,,0.95,1.2,Passed,0.028
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.067
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.025
Wait,,,,,Passed,0.515
Set LV Voltage=10V,,,,,Passed,0.141
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1163,,900,1300,Passed,0.049
Set_LV_Voltage=12V,,,,,Passed,0.140
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1405,,1200,1600,Passed,0.045
Set_LV_Voltage=14V,,,,,Passed,0.174
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1645,,1400,1800,Passed,0.044
Read Correction,0.00830,,0,1,Passed,0.138
LV_Caculation ,,,,,Passed,0.059
NumericTest,0.00830,,0,1,Passed,0.002
Set_LV_Voltage=12.5V,,,,,Passed,0.144
Switch On CAN_34,,,,,Passed,0.132
HV_Channel ON,,,,,Passed,0.129
Apply HV Battery = 0V,,,,,Passed,0.043
HV_Source ON,,,,,Passed,0.043
Switch On HV_36,,,,,Passed,0.132
Switch On HV_38,,,,,Passed,0.131
Switch On 12V_8,,,,,Passed,0.133
Switch On 12V_9,,,,,Passed,0.132
Switch On ENS_20,,,,,Passed,0.133
Read T_Iuvw3_U16[0],2047,,2024,2080,Passed,0.038
Read T_Iuvw3_U16[1],2045,,2024,2080,Passed,0.024
Read T_Iuvw3_U16[2],2052,,2024,2080,Passed,0.023
Read FS_IbatHV_U16,2051,,2024,2080,Passed,0.024
HV_Channel ON,,,,,Passed,0.129
HV_Source ON,,,,,Passed,0.045
Apply HV Battery = 270V,,,,,Passed,0.043
Apply HV Battery =1A,,,,,Passed,0.043
Wait,,,,,Passed,0.516
Read FSEABHV_UbatHV,270.107,,265,273,Passed,0.024
HV_Channel OFF,,,,,Passed,0.128
HV_Source OFF,,,,,Passed,0.044
Wait,,,,,Passed,1.016
Read FSMAPMT_PmTemp,24.696,,18,26,Passed,0.024
Read FSMADBT_DboardTemp,26.0851,,18,40,Passed,0.023
Read FSMACBT_CboardTempHV,27.234,,18,40,Passed,0.028
Read FSMACBT_CboardTempLV,26.298,,18,40,Passed,0.024
Read FSMAICT_CoolingTemp,24.426,,18,28,Passed,0.023
Read FSMAMST_StatorTemp1,83.0636,,78,88,Passed,0.024
Read FSMAMST_StatorTemp2,86.590,,78,88,Passed,0.024
Wait,,,,,Passed,0.515
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.156
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.161
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.177
Set MAIN_u16ModeReq=1,,,,,Passed,0.165
Wait,,,,,Passed,0.515
Set UDS_bRoutineActive=1,,,,,Passed,0.171
Set UDS_bRoutineActive=1,,,,,Passed,0.171
Wait,,,,,Passed,0.515
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.173
Wait,,,,,Passed,0.515
ENS testing ENS_u32Dty,9773,,5000,15000,Passed,1.151
ENS testing ENS_u32Prd,19995,,10000,30000,Passed,1.076
HV_Channel ON,,,,,Passed,0.130
HV_Source ON,,,,,Passed,0.044
Apply HV Battery = 220V,,,,,Passed,0.044
Wait,,,,,Passed,0.516
Read FS_UbatHV_U16,955,,900,1000,Passed,0.048
Apply HV Battery = 280V,,,,,Passed,0.044
Wait,,,,,Passed,0.516
Read FS_UbatHV_U16,1212,,1000,1300,Passed,0.045
Apply HV Battery = 350V,,,,,Passed,0.043
Wait,,,,,Passed,0.515
Read FS_UbatHV_U16,1512,,1400,1600,Passed,0.045
Read Correction,0.233,,0,1,Passed,0.047
HV_Caculation ,,,,,Passed,0.059
Wait,,,,,Passed,1.515
Check_the_water,1,,1,1,Passed,6.411
U_LOAD,,,,,Passed,0.045
V_LOAD,,,,,Passed,0.041
W_LOAD,,,,,Passed,0.040
Wait,,,,,Passed,0.515
Apply HV Battery =270V,,,,,Passed,0.043
Apply HV Battery =25A,,,,,Passed,0.054
Read FSSMACS_AclState,50,,30,50,Passed,0.024
Read FTSMACS_AclState,3,,3,3,Passed,0.023
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.158
Wait,,,,,Passed,0.166
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.156
