Product Name,29113425
Station Name,EOL
Serial Number,!201580021!_V29113441
DateTime,20210407_161602
Total Test Time,289.800000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,0.756
Switch ON CAN_12,,,,,Passed,0.149
Switch On CAN_34,,,,,Passed,0.130
Voltage=12.5V,,,,,Passed,0.139
Current=5A,,,,,Passed,0.168
12V_DC_Source,,,,,Passed,0.104
Wait,,,,,Passed,1.017
Switch ON Current measure,,,,,Passed,0.132
Switch OFF 12V_9,,,,,Passed,0.131
Switch On 12V_9,,,,,Passed,0.132
Wait,,,,,Passed,0.517
Switch OFF Current measure,,,,,Passed,0.133
Wait,,,,,Passed,0.516
Wake up,,,,,Passed,1.091
Wait,,,,,Passed,0.518
Switch OFF CAN_34,,,,,Passed,0.136
Wait,,,,,Passed,5.016
Standby Power Current Measure,0.646,,0.6,0.9,Passed,0.186
Connect DUT,,,,,Passed,4.721
Wait,,,,,Passed,0.516
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.066
Switch On 14,,,,,Passed,0.132
Wait,,,,,Passed,0.516
Switch OFF CAN_43,,,,,Passed,0.132
Switch On 12V_10,,,,,Passed,0.131
Switch On 12V_20,,,,,Passed,0.133
EnvironmentPath,,,,,Passed,1.027
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.205
FPGA version,0d180a03,,0d180a03,,Passed,0.031
MCU version,0405,,0405,,Passed,0.029
Read FSSMACS_AclState,50,,30,50,Passed,0.024
Read FTSMACS_AclState,3,,3,3,Passed,0.027
Read SASMACS_AclState,2,,2,2,Passed,0.026
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.031
Read FTEAEXC_UResExcAvg,0.977,,0.95,1.2,Passed,0.025
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.069
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.024
Wait,,,,,Passed,0.517
Set LV Voltage=10V,,,,,Passed,0.137
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1157,,900,1300,Passed,0.053
Set_LV_Voltage=12V,,,,,Passed,0.149
Wait,,,,,Passed,0.515
Read_FS_UbatLV_U16,1401,,1200,1600,Passed,0.044
Set_LV_Voltage=14V,,,,,Passed,0.167
Wait,,,,,Passed,0.516
Read_FS_UbatLV_U16,1642,,1400,1800,Passed,0.052
Read Correction,0.00825,,0,1,Passed,0.150
LV_Caculation ,,,,,Passed,0.069
NumericTest,0.00825,,0,1,Passed,0.002
Set_LV_Voltage=12.5V,,,,,Passed,0.165
Switch On CAN_34,,,,,Passed,0.170
HV_Channel ON,,,,,Passed,0.129
Apply HV Battery = 0V,,,,,Passed,0.047
HV_Source ON,,,,,Passed,0.044
Switch On HV_36,,,,,Passed,0.140
Switch On HV_38,,,,,Passed,0.144
Switch On 12V_8,,,,,Passed,0.133
Switch On 12V_9,,,,,Passed,0.132
Switch On ENS_20,,,,,Passed,0.152
Read T_Iuvw3_U16[0],2046,,2024,2080,Passed,0.035
Read T_Iuvw3_U16[1],2052,,2024,2080,Passed,0.027
Read T_Iuvw3_U16[2],2057,,2024,2080,Passed,0.024
Read FS_IbatHV_U16,2054,,2024,2080,Passed,0.028
HV_Channel ON,,,,,Passed,0.129
HV_Source ON,,,,,Passed,0.051
Apply HV Battery = 270V,,,,,Passed,0.056
Apply HV Battery =1A,,,,,Passed,0.047
Wait,,,,,Passed,0.516
Read FSEABHV_UbatHV,270.00540,,265,273,Passed,0.024
HV_Channel OFF,,,,,Passed,0.128
HV_Source OFF,,,,,Passed,0.044
Wait,,,,,Passed,1.015
Read FSMAPMT_PmTemp,22.977,,18,26,Passed,0.023
Read FSMADBT_DboardTemp,23.532,,18,40,Passed,0.024
Read FSMACBT_CboardTempHV,23.915,,18,40,Passed,0.026
Read FSMACBT_CboardTempLV,23.915,,18,40,Passed,0.023
Read FSMAICT_CoolingTemp,22.979,,18,28,Passed,0.023
Read FSMAMST_StatorTemp1,83.295,,78,88,Passed,0.023
Read FSMAMST_StatorTemp2,86.821,,78,88,Passed,0.024
Wait,,,,,Passed,0.516
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.160
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.159
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.316
Set MAIN_u16ModeReq=1,,,,,Passed,0.168
Wait,,,,,Passed,0.515
Set UDS_bRoutineActive=1,,,,,Passed,0.173
Set UDS_bRoutineActive=1,,,,,Passed,0.170
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.171
Wait,,,,,Passed,0.515
ENS testing ENS_u32Dty,9806,,5000,15000,Passed,1.154
ENS testing ENS_u32Prd,20003,,10000,30000,Passed,1.075
HV_Channel ON,,,,,Passed,0.129
HV_Source ON,,,,,Passed,0.043
Apply HV Battery = 220V,,,,,Passed,0.043
Wait,,,,,Passed,0.516
Read FS_UbatHV_U16,956,,900,1000,Passed,0.047
Apply HV Battery = 280V,,,,,Passed,0.045
Wait,,,,,Passed,0.516
Read FS_UbatHV_U16,1212,,1000,1300,Passed,0.045
Apply HV Battery = 350V,,,,,Passed,0.044
Wait,,,,,Passed,0.515
Read FS_UbatHV_U16,1513,,1400,1600,Passed,0.044
Read Correction,0.233,,0,1,Passed,0.046
HV_Caculation ,,,,,Passed,0.059
Wait,,,,,Passed,1.516
Check_the_water,1,,1,1,Passed,7.476
U_LOAD,,,,,Passed,0.047
V_LOAD,,,,,Passed,0.041
W_LOAD,,,,,Passed,0.041
Wait,,,,,Passed,0.517
Apply HV Battery =270V,,,,,Passed,0.044
Apply HV Battery =25A,,,,,Passed,0.044
Read FSSMACS_AclState,50,,30,50,Passed,0.023
Read FTSMACS_AclState,3,,3,3,Passed,0.023
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.156
Wait,,,,,Passed,0.166
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.166
Wait,,,,,Passed,0.516
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.170
Wait,,,,,Passed,1.016
Set UDS_bRoutineActive=1,,,,,Passed,0.169
Wait,,,,,Passed,1.015
Read FSSMACS_Aclstate,50,,30,50,Passed,0.026
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.157
Set MAIN_u16ModeReq=0,,,,,Passed,0.025
Set MAIN_u16ModeReq=0,,,,,Passed,0.024
Read FSSMACS_Aclstate,31,,30,31,Passed,0.027
Wait,,,,,Passed,0.516
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.156
Wait,,,,,Passed,0.516
Set FTSMACS_FtModeReqBypassValueC=6,,,,,Passed,0.158
Wait,,,,,Passed,0.515
Read FTSMACS_AclState,8,,8,8,Passed,0.024
Wait,,,,,Passed,0.516
Read FSSMACS_Aclstate,31,,30,31,Passed,0.024
Set_FTCIVDC_ExtPwmOnOff3C=1,,,,,Passed,0.161
Wait,,,,,Passed,0.516
Set_U_DutyCycle= 0.548,,,,,Passed,0.158
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],1564,,1300,1700,Passed,0.048
Read U Current,-338.321,,-500,500,Passed,0.474
Set_U_DutyCycle= 0.545,,,,,Passed,0.160
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],1689,,1500,1900,Passed,0.045
Read U Current,-247.419,,-500,500,Passed,0.131
Set_U_DutyCycle= 0.54,,,,,Passed,0.160
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[0],1879,,1700,2100,Passed,0.046
Read U Current,-116.005,,-500,500,Passed,0.129
Set_U_DutyCycle= 0.5,,,,,Passed,0.164
Wait,,,,,Passed,0.515
Read FT_Iuvw3_U16[0],2049,,1900,2300,Passed,0.046
Read U Current,2.644,,-500,500,Passed,0.131
Set_U_DutyCycle= 0.46,,,,,Passed,0.162
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],2271,,2100,2500,Passed,0.045
Read U Current,154.342,,-500,500,Passed,0.130
Set_U_DutyCycle= 0.455,,,,,Passed,0.159
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],2482,,2300,2700,Passed,0.045
Read U Current,300.741,,-500,500,Passed,0.131
Set_U_DutyCycle= 0.452,,,,,Passed,0.158
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[0],2630,,2500,2900,Passed,0.045
Read U Current,401.601,,-500,500,Passed,0.131
Set_V_DutyCycle= 0.548,,,,,Passed,0.158
Wait,,,,,Passed,0.517
Read FT_Iuvw3_U16[1],1562,,1300,1700,Passed,0.044
Read V Current,-347.611,,-500,500,Passed,0.132
Set_V_DutyCycle= 0.545,,,,,Passed,0.160
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[1],1686,,1500,1900,Passed,0.045
Read V Current,-258.840,,-500,500,Passed,0.131
Set_V_DutyCycle= 0.54,,,,,Passed,0.157
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[1],1871,,1700,2100,Passed,0.045
Read V Current,-127.508,,-500,500,Passed,0.131
Set_V_DutyCycle= 0.5,,,,,Passed,0.162
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[1],2054,,1900,2300,Passed,0.050
Read V Current,2.650,,-500,500,Passed,0.150
Set_V_DutyCycle= 0.46,,,,,Passed,0.160
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[1],2247,,2100,2500,Passed,0.046
Read V Current,140.962,,-500,500,Passed,0.131
Set_V_DutyCycle= 0.455,,,,,Passed,0.161
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[1],2436,,2300,2700,Passed,0.044
Read V Current,276.259,,-500,500,Passed,0.130
Set_V_DutyCycle= 0.452,,,,,Passed,0.163
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[1],2568,,2500,2900,Passed,0.045
Read V Current,370.404,,-500,500,Passed,0.131
Set_W_DutyCycle= 0.548,,,,,Passed,0.167
Wait,,,,,Passed,0.516
Read FT_Iuvw3_U16[2],1571,,1300,1700,Passed,0.045
Read W Current,-344.9734,,-500,500,Passed,0.132
