Product Name,PSA
Stationt Name,BurnIn
Version,V1.0.0
Serial Number,!202500017!V29102835
Total Test Time,158
DUTResult,Failed
Date Time,20210420084409
Stepname,MeasureValue,Unit,Lowlimit,Highlimit,Result,CycleTime
PLCWriteRegisters,,,,,Skipped,2.79E-05
PLCWriteRegisters,,,,,Skipped,1.24E-05
PLCWriteRegisters,,,,,Skipped,1.73E-05
If,,,,,Done,5.33E-05
End,,,,,Done,2.33E-05
7.0.0 Error Code Check,FF,,FF,FF,Passed,7.49E-05
If,,,,,Done,4.63E-05
End,,,,,Done,2.3E-05
If,,,,,Done,3.81E-05
End,,,,,Done,2.15E-05
7.0.0 Error Code Check,FF,,FF,FF,Passed,0.0001045
7.0.1 Enter Torque mode,False,,True,True,Failed,0.0002472
If,,,,,Done,4.17E-05
End,,,,,Done,8.97E-05
 
